show_attributes_id,number_of_seasons,number_of_episodes,episode_run_time,in_production
6131,4,49,43,True
6132,1,286,0,True
6133,2,10,43,True
6134,23,268,0,True
6135,35,1002,29,False
6136,1,133,20,True
6137,10,60,45,True
6138,1,3,35,False
6139,3,35,5,False
6140,7,55,60,False
6141,1,19,50,False
6142,1,7,15,True
6143,2,9,30,False
6144,30,381,45,True
6145,8,48,180,True
6146,3,37,80,False
6147,1,3,30,True
6148,1,6,19,False
6149,4,100,11,True
6150,4,35,30,True
6151,9,51,60,False
6152,1,530,15,False
6153,16,171,44,True
6154,5,71,44,True
6155,5,36,47,True
6156,9,109,44,True
6157,6,50,43,True
6158,1,2,20,False
6159,1,28,50,False
6160,1,12,5,False
6161,1,143,50,False
6162,1,60,43,False
6163,1,14,20,False
6164,19,170,50,False
6165,4,165,45,False
6166,1,5,96,False
6167,3,39,50,False
6168,9,82,60,True
6169,4,28,52,True
6170,6,172,50,True
6171,1,25,121,False
6172,7,70,42,True
6173,1,8,100,False
6174,2,62,22,True
6175,7,616,90,True
6176,25,297,58,False
6177,3,113,140,False
6178,1,22,90,False
6179,34,1684,30,True
6180,2,74,50,False
6181,5,64,43,False
6182,4,147,30,False
6183,2,100,30,False
6184,2,22,51,False
6185,9,102,60,False
6186,1,16,37,False
6187,10,30,50,True
6188,3,20,30,True
6189,2,40,150,False
6190,1,11,40,True
6191,9,121,0,False
6192,1,44,26,False
6193,1,66,60,False
6194,1,2,15,False
6195,1,13,360,False
6196,5,5,60,False
6197,1,24,3,False
6198,1,4,31,True
6199,1,120,25,False
6200,13,331,30,False
6201,7,70,50,True
6202,49,710,30,True
6203,1,7,84,False
6204,1,6,56,True
6205,2,14,55,False
6206,3,42,23,True
6207,2,39,50,True
6208,11,67,0,True
6209,4,1,44,False
6210,1,7,25,True
6211,4,54,30,False
6212,15,277,25,True
6213,2,120,132,True
6214,2,93,90,False
6215,1,42,24,False
6216,1,32,31,False
6217,3,22,45,True
6218,2,26,19,False
6219,25,492,60,True
6220,11,40,60,True
6221,2,34,45,False
6222,1,11,55,False
6223,4,100,50,True
6224,2,23,47,False
6225,12,143,0,True
6226,11,109,44,True
6227,2,80,0,True
6228,1,7,31,False
6229,4,73,42,True
6230,23,586,25,True
6231,2,51,30,False
6232,33,847,45,True
6233,2,66,37,False
6234,1,4,366,False
6235,1,37,35,False
6236,3,80,23,True
6237,1,17,12,True
6238,1,27,7,False
6239,0,0,139,False
6240,2,67,60,False
6241,26,1069,30,True
6242,2,14,120,True
6243,2,11,47,True
6244,4,24,28,True
6245,3,37,28,True
6246,1,573,26,False
6247,2,42,45,False
6248,6,479,60,True
6249,57,1964,30,True
6250,1,28,30,False
6251,5,100,30,True
6252,3,24,28,False
6253,10,130,50,False
6254,1,26,15,False
6255,5,1137,60,False
6256,1,51,0,False
6257,1,29,0,False
6258,1,120,60,False
6259,8,556,42,False
6260,14,113,60,False
6261,1,1,13,False
6262,27,315,30,True
6263,3,125,7,True
6264,3,117,30,False
6265,8,98,30,False
6266,2,40,23,False
6267,10,817,0,True
6268,5,120,0,True
6269,1,14,44,False
6270,4,229,50,True
6271,1,26,4,False
6272,7,65,45,True
6273,1,151,0,False
6274,9,98,45,False
6275,37,362,0,True
6276,6,39,45,False
6277,4,61,29,True
6278,5,43,43,False
6279,1,4,13,False
6280,2,11,25,False
6281,1,9,27,True
6282,1,24,12,False
6283,2,0,20,False
6284,10,116,30,False
6285,5,169,30,False
6286,1,14,90,False
6287,8,173,60,True
6288,1,13,25,True
6289,5,43,45,False
6290,1,37,23,False
6291,2,47,15,False
6292,1,15,24,True
6293,1,1,40,False
6294,2,98,15,True
6295,1,11,42,True
6296,5,158,43,False
6297,3,132,45,False
6298,5,56,30,False
6299,1,12,56,True
6300,1,20,21,False
6301,1,14,64,False
6302,14,214,23,True
6303,1,40,75,False
6304,1,188,22,False
6305,4,138,60,False
6306,6,154,25,False
6307,12,313,60,False
6308,11,1382,0,True
6309,5,71,0,True
6310,1,13,611,False
6311,11,120,45,True
6312,3,78,3,True
6313,10,147,10,True
6314,2,180,5,False
6315,4,35,42,True
6316,1,6,14,False
6317,1,13,4,False
6318,1,48,20,False
6319,3,150,11,True
6320,2,30,15,True
6321,1,53,65,False
6322,2,19,41,False
6323,3,29,22,False
6324,1,37,0,False
6325,2,78,7,True
6326,1,22,70,False
6327,10,529,6,True
6328,5,211,60,False
6329,3,74,0,False
6330,1,32,23,True
6331,3,31,21,False
6332,24,271,60,True
6333,1,202,0,True
6334,7,116,30,False
6335,0,0,60,True
6336,4,18,30,False
6337,2,27,45,False
6338,30,261,0,True
6339,2,21,23,False
6340,5,91,25,False
6341,2,8,50,False
6342,3,50,25,True
6343,2,41,22,False
6344,1,9,26,True
6345,1,15,28,True
6346,7,28,90,True
6347,1,1,52,True
6348,6,61,45,False
6349,5,169,40,False
6350,1,11,53,True
6351,1,193,30,False
6352,6,66,24,False
6353,1,41,24,False
6354,1,10,90,False
6355,3,18,0,True
6356,2,50,0,False
6357,2,39,26,False
6358,1,12,140,False
6359,2,51,24,False
6360,2,21,22,True
6361,1,6,171,False
6362,2,104,0,False
6363,11,30,60,False
6364,5,150,22,False
6365,7,98,42,True
6366,2,17,50,True
6367,12,44,60,False
6368,1,5,230,False
6369,5,32,50,False
6370,6,57,50,False
6371,1,2,200,False
6372,3,120,45,False
6373,3,31,24,True
6374,1,42,44,False
6375,3,19,0,True
6376,1,313,40,False
6377,1,5,87,True
6378,19,19,60,False
6379,4,113,10,True
6380,13,318,43,True
6381,18,618,0,True
6382,14,255,30,True
6383,6,16,45,False
6384,18,436,43,True
6385,2,37,40,False
6386,5,156,28,False
6387,3,29,45,True
6388,2,19,30,True
6389,1,10,12,False
6390,18,107,47,True
6391,1,56,40,False
6392,1,12,40,False
6393,1,8,36,True
6394,4,88,22,True
6395,4,209,6,True
6396,1,9,20,True
6397,2,92,22,False
6398,1,6,25,True
6399,8,93,0,False
6400,3,12,43,True
6401,6,54,25,False
6402,1,12,150,False
6403,1,98,25,False
6404,8,101,30,True
6405,1,4,15,False
6406,1,42,0,False
6407,2,78,11,False
6408,7,100,100,False
6409,1,5,32,False
6410,12,168,180,True
6411,1,5,76,False
6412,20,482,140,True
6413,1,10,38,True
6414,2,18,45,True
6415,1,9,120,False
6416,2,52,22,True
6417,2,410,43,False
6418,6,171,15,True
6419,4,104,22,True
6420,5,49,45,True
6421,1,3,89,False
6422,25,1737,22,True
6423,1,19,15,False
6424,4,32,40,False
6425,5,61,22,False
6426,7,84,52,True
6427,1,6,72,False
6428,1,10,65,True
6429,1,12,10,False
6430,2,14,42,True
6431,5,62,60,False
6432,4,144,11,False
6433,10,89,42,True
6434,3,42,75,False
6435,5,58,23,False
6436,1,2,29,False
6437,5,96,30,False
6438,1,21,25,False
6439,7,40,60,True
6440,2,97,24,False
6441,4,156,30,False
6442,4,43,58,False
6443,2,11,44,True
6444,1,103,40,False
6445,0,0,90,False
6446,2,30,0,True
6447,2,82,10,True
6448,6,165,27,True
6449,15,127,90,True
6450,71,1282,30,True
6451,9,150,22,False
6452,1,221,45,False
6453,1,62,0,False
6454,2,4,120,True
6455,2,45,24,False
6456,7,140,60,False
6457,0,0,95,False
6458,14,435,30,False
6459,2,17,22,True
6460,7,97,30,False
6461,2,16,10,True
6462,18,452,30,True
6463,1,9,10,False
6464,2,67,90,False
6465,3,30,39,True
6466,11,124,45,True
6467,2,52,50,False
6468,6,224,30,False
6469,1,19,275,False
6470,9,117,30,False
6471,4,39,45,True
6472,6,193,27,False
6473,1,190,24,False
6474,9,87,60,True
6475,1,20,3,False
6476,1,164,30,False
6477,1,2,97,False
6478,2,99,30,False
6479,1,109,6,False
6480,7,112,42,True
6481,2,67,0,False
6482,1,331,25,False
6483,6,44,65,False
6484,32,99,20,True
6485,1,30,35,False
6486,3,20,80,False
6487,1,143,0,False
6488,11,164,45,False
6489,2,32,16,False
6490,2,95,0,False
6491,2,49,44,False
6492,6,57,30,False
6493,15,260,30,False
6494,8,143,30,False
6495,1,8,38,True
6496,5,60,22,True
6497,1,90,20,False
6498,21,21,120,True
6499,1,3,284,False
6500,6,76,43,True
6501,19,108,90,False
6502,2,68,90,False
6503,1,38,46,False
6504,2,35,43,True
6505,1,126,0,False
6506,1,322,40,False
6507,1,6,620,False
6508,3,25,55,False
6509,17,110,30,True
6510,6,47,45,False
6511,1,16,50,True
6512,3,78,23,False
6513,8,173,50,True
6514,10,87,50,True
6515,1,63,11,False
6516,3,27,86,True
6517,3,156,22,True
6518,4,265,8,False
6519,8,80,45,True
6520,8,171,25,True
6521,6,54,50,True
6522,12,325,45,False
6523,8,73,60,False
6524,1,26,90,False
6525,1,37,25,False
6526,5,115,13,True
6527,1,2,141,False
6528,3,82,120,False
6529,3,86,30,False
6530,8,93,30,True
6531,2,52,7,False
6532,2,21,40,False
6533,11,176,10,True
6534,22,141,47,True
6535,1,156,6,False
6536,19,1722,45,True
6537,5,38,23,False
6538,13,68,0,True
6539,3,35,0,False
6540,4,68,60,False
6541,4,13,52,True
6542,1,7,363,False
6543,2,128,23,False
6544,1,36,42,False
6545,49,613,120,True
6546,4,25,50,True
6547,1,9,47,False
6548,1,0,30,False
6549,3,11,90,True
6550,1,9,87,True
6551,1,2,245,False
6552,1,96,30,False
6553,1,14,12,False
6554,2,16,46,False
6555,1,210,60,False
6556,2,11,18,True
6557,1,8,186,False
6558,1,26,135,False
6559,7,78,25,False
6560,15,83,45,True
6561,4,42,60,False
6562,1,32,48,False
6563,3,21,44,False
6564,6,61,45,True
6565,12,493,60,False
6566,4,43,45,True
6567,5,90,30,False
6568,2,22,25,True
6569,4,104,25,False
6570,3,34,50,True
6571,2,6,0,False
6572,3,26,43,False
6573,2,17,45,True
6574,1,26,11,True
6575,2,12,60,True
6576,9,27,90,True
6577,1,55,45,False
6578,4,43,45,False
6579,1,28,44,False
6580,27,1464,45,True
6581,10,48,52,True
6582,7,217,45,True
6583,7,100,45,True
6584,2,50,24,True
6585,1,7,15,False
6586,18,3398,50,True
6587,6,52,0,False
6588,8,107,48,False
6589,2,90,25,False
6590,1,24,14,False
6591,1,173,50,False
6592,4,40,43,True
6593,13,194,30,False
6594,1,84,42,False
6595,10,200,60,True
6596,3,51,30,False
6597,1,32,85,False
6598,3,23,42,False
6599,6,1291,45,False
6600,3,98,60,True
6601,7,2,60,True
6602,1,2,27,False
6603,4,83,45,False
6604,4,25,0,False
6605,1,3,99,False
6606,1,20,77,False
6607,5,60,25,True
6608,2,26,47,False
6609,2,113,90,False
6610,6,91,20,False
6611,5,76,43,True
6612,1,19,67,False
6613,3,600,60,True
6614,10,427,30,True
6615,1,12,81,False
6616,1,101,50,True
6617,1,91,120,True
6618,1,61,45,False
6619,1,5,59,True
6620,3,54,26,False
6621,2,39,25,True
6622,2,8,90,False
6623,5,32,45,True
6624,7,66,45,True
6625,16,251,60,True
6626,6,127,60,False
6627,2,7,52,False
6628,1,13,116,False
6629,1,29,42,False
6630,1,16,5,False
6631,1,38,0,False
6632,8,56,52,True
6633,5,158,75,False
6634,5,62,0,True
6635,1,51,20,False
6636,1,53,20,False
6637,1,106,70,False
6638,3,27,30,False
6639,2,25,13,False
6640,1,130,30,False
6641,1,5,29,False
6642,1,30,45,True
6643,4,37,0,True
6644,1,65,25,True
6645,1,3,33,False
6646,4,34,42,False
6647,22,368,30,False
6648,2,26,13,False
6649,2,328,60,False
6650,1,12,74,True
6651,0,0,24,False
6652,3,14,25,True
6653,3,100,27,False
6654,5,50,0,False
6655,8,68,0,True
6656,19,351,30,False
6657,7,170,0,True
6658,4,118,4,True
6659,5,22,60,False
6660,8,87,60,False
6661,4,58,21,True
6662,6,142,45,False
6663,3,28,45,True
6664,5,10,90,False
6665,1,8,22,True
6666,2,11,0,False
6667,1,201,20,True
6668,2,54,106,False
6669,6,84,50,False
6670,6,80,30,True
6671,1,61,30,False
6672,3,9,30,False
6673,1,2,31,False
6674,2,19,50,True
6675,17,81,30,True
6676,8,68,52,False
6677,2,44,45,False
6678,1,45,30,False
6679,11,136,25,False
6680,5,100,0,True
6681,1,15,110,False
6682,1,78,100,False
6683,2,16,43,True
6684,9,148,0,True
6685,22,103,0,True
6686,10,217,15,False
6687,1,13,480,False
6688,1,90,90,False
6689,5,74,60,False
6690,4,53,22,False
6691,2,50,21,False
6692,1,137,0,False
6693,6,86,45,True
6694,10,123,0,False
6695,14,114,0,True
6696,5,165,40,False
6697,5,385,42,True
6698,1,1,24,False
6699,5,87,50,True
6700,6,63,50,True
6701,1,5,7,False
6702,9,69,30,False
6703,1,160,0,False
6704,1,12,52,True
6705,8,501,0,True
6706,3,45,30,False
6707,20,482,25,True
6708,7,82,45,True
6709,3,132,11,True
6710,1,16,7,False
6711,9,289,60,False
6712,4,52,30,True
6713,7,92,60,True
6714,1,31,75,False
6715,3,88,23,False
6716,3,28,23,False
6717,9,430,45,True
6718,0,0,120,False
6719,3,26,45,True
6720,4,23,28,False
6721,17,243,60,True
6722,2,7,52,True
6723,5,28,22,False
6724,1,34,6,False
6725,4,14,120,False
6726,1,29,35,False
6727,1,29,0,True
6728,1,59,0,False
6729,1,1,30,False
6730,1,26,70,False
6731,1,27,2,False
6732,5,32,80,False
6733,20,53,30,True
6734,3,72,60,False
6735,9,96,60,True
6736,3,52,45,True
6737,2,16,20,True
6738,18,6395,120,False
6739,1,65,24,True
6740,2,52,15,False
6741,4,29,0,True
6742,5,80,25,True
6743,8,742,60,False
6744,1,46,5,True
6745,1,45,60,False
6746,4,26,48,False
6747,6,86,43,True
6748,1,54,60,False
6749,1,7,28,False
6750,1,6,23,True
6751,15,197,125,True
6752,2,104,0,True
6753,2,16,29,True
6754,16,290,5,True
6755,2,59,60,False
6756,3,147,30,True
6757,6,58,60,False
6758,8,93,43,True
6759,1,77,24,False
6760,2,25,22,True
6761,5,57,125,True
6762,4,32,41,True
6763,8,93,180,False
6764,2,52,100,False
6765,1,26,130,False
6766,1,176,30,False
6767,4,102,25,False
6768,1,30,40,True
6769,4,42,75,True
6770,1,59,150,False
6771,7,29,90,False
6772,1,17,23,False
6773,4,58,10,False
6774,22,284,45,True
6775,18,121,52,False
6776,1,126,30,False
6777,2,21,54,False
6778,8,67,30,False
6779,10,19,42,True
6780,8,58,58,False
6781,5,14,30,True
6782,1,9,75,False
6783,1,20,70,True
6784,1,12,47,False
6785,1,47,45,True
6786,13,199,42,True
6787,3,39,12,True
6788,11,357,60,False
6789,1,13,10,False
6790,8,994,30,False
6791,2,6,42,True
6792,2,52,60,False
6793,6,340,48,False
6794,1,45,24,False
6795,4,26,0,True
6796,2,14,11,False
6797,7,67,44,True
6798,1,61,0,True
6799,9,384,60,False
6800,1,5,30,True
6801,1,3,44,True
6802,1,5,83,True
6803,6,114,30,False
6804,1,39,90,False
6805,1,9,120,True
6806,11,168,0,True
6807,4,61,0,False
6808,3,82,45,False
6809,19,4438,0,True
6810,1,154,45,False
6811,1,1,27,False
6812,4,41,60,False
6813,1,41,120,False
6814,0,0,65,False
6815,1,20,43,False
6816,4,30,43,False
6817,2,24,26,True
6818,5,126,25,False
6819,5,100,2,True
6820,5,50,45,True
6821,2,8,32,True
6822,1,7,13,False
6823,1,35,25,False
6824,11,217,60,True
6825,2,23,43,True
6826,1,30,10,False
6827,17,246,60,True
6828,1,12,46,True
6829,2,63,22,True
6830,4,37,45,True
6831,1,10,40,True
6832,4,34,44,True
6833,1,26,12,True
6834,6,63,8,True
6835,4,60,90,False
6836,2,18,43,True
6837,2,40,20,False
6838,1,18,0,True
6839,10,375,60,True
6840,1,68,22,True
6841,1,5,360,False
6842,1,158,0,True
6843,2,22,41,False
6844,1,10,87,False
6845,1,52,45,True
6846,16,183,23,True
6847,1,11,47,False
6848,1,26,28,False
6849,5,69,45,True
6850,5,51,3,False
6851,1,21,1,False
6852,1,65,24,False
6853,11,137,10,False
6854,11,107,55,True
6855,3,24,75,True
6856,1,86,60,False
6857,3,156,0,False
6858,1,120,15,False
6859,1,46,11,True
6860,5,26,45,True
6861,6,33,30,True
6862,2,17,150,True
6863,1,150,1,False
6864,1,16,21,False
6865,3,16,0,False
6866,2,207,30,False
6867,29,4343,25,True
6868,1,11,22,True
6869,1,480,24,False
6870,1,215,50,False
6871,1,20,5,False
6872,10,526,30,False
6873,2,45,22,True
6874,1,8,16,False
6875,1,9,55,False
6876,6,80,43,False
6877,15,1255,60,True
6878,1,300,75,True
6879,54,3,60,False
6880,2,17,70,True
6881,1,6,92,False
6882,2,11,50,False
6883,1,2,50,True
6884,2,20,13,False
6885,3,28,11,False
6886,2,26,18,True
6887,2,21,12,False
6888,42,604,15,False
6889,1,48,4,True
6890,4,124,100,False
6891,1,51,6,False
6892,2,20,12,False
6893,6,100,30,False
6894,2,78,30,False
6895,0,0,180,False
6896,2,320,24,False
6897,6,161,120,False
6898,21,215,120,True
6899,2,9,120,False
6900,1,2,42,False
6901,15,154,60,True
6902,5,28,44,True
6903,5,57,90,True
6904,1,50,50,False
6905,4,30,42,False
6906,6,43,42,True
6907,3,26,24,False
6908,6,70,45,False
6909,6,70,0,True
6910,10,90,50,False
6911,2,12,47,False
6912,1,34,0,False
6913,1,55,240,False
6914,6,138,130,True
6915,1,119,28,False
6916,1,47,0,False
6917,3,25,90,True
6918,29,383,85,True
6919,5,116,26,False
6920,17,101,60,True
6921,1,255,25,True
6922,2,12,12,False
6923,17,820,5,True
6924,7,51,60,True
6925,2,38,22,True
6926,3,98,42,False
6927,3,32,0,True
6928,3,21,60,False
6929,3,32,43,True
6930,4,313,40,False
6931,2,22,90,False
6932,1,90,11,True
6933,1,48,0,True
6934,2,15,43,True
6935,1,130,7,False
6936,1,18,24,True
6937,1,13,110,False
6938,3,37,5,False
6939,7,70,44,True
6940,1,6,10,False
6941,2,71,30,False
6942,4,65,30,False
6943,4,65,60,False
6944,1,6,64,True
6945,20,455,45,True
6946,2,11,60,False
6947,1,6,3,True
6948,11,145,25,False
6949,2,5,60,True
6950,1,53,25,False
6951,1,7,32,False
6952,3,60,20,False
6953,1,68,60,False
6954,3,122,90,False
6955,2,103,30,False
6956,2,45,90,False
6957,0,0,25,False
6958,20,318,45,False
6959,21,722,60,True
6960,2,7,120,False
6961,60,63,0,True
6962,9,135,30,False
6963,3,66,23,False
6964,1,15,47,True
6965,1,493,60,True
6966,2,46,60,False
6967,9,134,30,True
6968,5,19,60,False
6969,1,4,11,False
6970,4,50,30,False
6971,3,23,45,False
6972,2,41,30,True
6973,1,4,42,True
6974,33,304,60,False
6975,4,208,2,False
6976,3,28,27,False
6977,9,51,150,True
6978,2,31,50,False
6979,1,31,28,False
6980,16,847,180,True
6981,4,80,45,True
6982,17,217,45,True
6983,18,320,25,False
6984,2,7,30,False
6985,6,38,58,True
6986,13,400,0,True
6987,3,27,48,True
6988,1,24,5,False
6989,2,35,11,False
6990,7,91,22,False
6991,1,160,50,False
6992,45,1123,30,False
6993,1,5,20,True
6994,4,43,49,False
6995,12,114,30,True
6996,1,99,0,True
6997,1,600,80,False
6998,12,56,185,True
6999,34,1124,10,True
7000,3,58,30,False
7001,1,20,8,True
7002,3,34,50,False
7003,3,19,0,False
7004,2,95,30,False
7005,6,55,25,False
7006,7,50,52,True
7007,8,82,60,True
7008,61,515,22,True
7009,3,19,15,True
7010,1,4,27,False
7011,7,159,75,True
7012,1,156,15,False
7013,10,48,50,True
7014,3,19,43,True
7015,9,58,25,False
7016,5,133,35,True
7017,1,49,0,False
7018,8,175,60,False
7019,1,2,28,False
7020,1,21,58,False
7021,1,270,50,True
7022,9,45,90,False
7023,3,15,60,True
7024,3,25,8,True
7025,1,2,47,False
7026,6,156,10,True
7027,7,54,45,True
7028,1,2,150,False
7029,1,34,45,True
7030,5,100,22,True
7031,1,7,27,False
7032,1,36,100,False
7033,1,3,17,False
7034,4,15,0,True
7035,1,179,50,False
7036,2,28,49,False
7037,4,135,91,False
7038,1,45,0,False
7039,2,34,40,False
7040,1,69,90,False
7041,1,16,55,True
7042,1,41,30,False
7043,2,84,30,False
7044,11,67,30,False
7045,3,33,55,False
7046,3,76,45,False
7047,1,12,120,False
7048,6,56,45,True
7049,2,18,44,True
7050,15,863,10,True
7051,2,100,25,False
7052,3,34,44,True
7053,1,30,3,False
7054,4,67,20,True
7055,1,40,43,False
7056,4,36,12,True
7057,7,53,90,True
7058,14,308,75,False
7059,2,236,200,True
7060,16,121,90,False
7061,9,53,45,True
7062,2,30,24,True
7063,1,1,24,True
7064,0,0,53,False
7065,2,20,31,False
7066,6,46,0,True
7067,1,1,28,False
7068,3,100,0,False
7069,5,51,0,False
7070,4,97,70,False
7071,11,121,21,True
7072,11,29,60,False
7073,1,34,31,False
7074,1,10,20,True
7075,1,122,35,False
7076,3,91,60,False
7077,11,335,44,True
7078,4,35,52,False
7079,3,39,40,False
7080,4,52,80,False
7081,21,1506,120,True
7082,9,143,0,True
7083,3,141,22,False
7084,4,39,1,False
7085,16,405,48,False
7086,8,68,90,False
7087,4,50,55,False
7088,1,14,40,False
7089,3,47,10,False
7090,1,47,54,False
7091,3,45,25,False
7092,1,252,45,False
7093,1,4,24,False
7094,2,20,46,False
7095,1,26,5,False
7096,21,230,30,True
7097,5,70,30,False
7098,2,36,0,False
7099,11,161,95,True
7100,8,134,26,True
7101,3,22,30,True
7102,4,22,90,False
7103,9,85,60,True
7104,2,10,42,True
7105,13,106,85,True
7106,6,63,0,True
7107,2,18,25,True
7108,3,25,45,True
7109,3,100,75,False
7110,11,129,0,True
7111,2,28,0,False
7112,1,2,5,False
7113,2,33,60,False
7114,1,51,22,False
7115,2,48,40,False
7116,2,103,22,False
7117,1,8,7,True
7118,2,254,75,True
7119,4,34,25,True
7120,1,8,34,True
7121,11,84,56,False
7122,1,41,60,False
7123,3,170,45,False
7124,13,176,22,True
7125,1,19,90,False
7126,6,39,44,True
7127,6,34,52,True
7128,3,41,4,False
7129,2,191,0,True
7130,1,55,1,False
7131,3,80,12,False
7132,10,100,120,True
7133,4,52,5,False
7134,1,74,45,False
7135,5,517,30,False
7136,5,32,60,True
7137,1,28,25,True
7138,1,7,40,False
7139,8,95,0,True
7140,4,77,0,True
7141,2,91,7,True
7142,2,8,24,False
7143,2,4,0,False
7144,5,20,120,False
7145,1,155,0,False
7146,1,9,5,False
7147,3,206,45,False
7148,13,78,126,True
7149,1,7,630,True
7150,3,80,0,True
7151,9,733,150,True
7152,1,24,41,False
7153,1,32,24,False
7154,19,80,0,True
7155,2,29,0,True
7156,35,465,60,True
7157,1,3,342,False
7158,2,84,44,False
7159,2,53,45,False
7160,2,13,44,False
7161,3,15,12,True
7162,2,54,0,True
7163,1,30,28,False
7164,21,305,25,False
7165,1,12,12,True
7166,4,12,60,False
7167,11,111,60,False
7168,1,2,32,False
7169,1,1,35,False
7170,2,16,10,False
7171,2,9,0,False
7172,2,15,10,False
7173,2,9,5,True
7174,24,276,90,True
7175,6,260,60,False
7176,2,62,45,False
7177,3,104,0,False
7178,1,30,33,False
7179,4,17,60,True
7180,3,48,19,True
7181,4,30,42,True
7182,5,65,22,True
7183,2,150,100,False
7184,1,5,90,True
7185,3,11,60,True
7186,2,16,26,True
7187,26,1052,25,True
7188,8,68,30,False
7189,10,120,70,False
7190,3,138,45,False
7191,4,156,120,False
7192,15,640,42,True
7193,3,42,70,False
7194,2,63,20,False
7195,1,4,78,False
7196,1,52,11,True
7197,11,105,50,False
7198,1,29,90,False
7199,1,4,34,False
7200,3,78,45,False
7201,10,159,31,False
7202,4,29,60,False
7203,1,52,13,False
7204,3,20,10,False
7205,1,51,70,False
7206,3,36,12,True
7207,4,36,30,False
7208,3,35,45,False
7209,2,114,42,True
7210,5,774,40,True
7211,1,9,24,False
7212,6,36,55,False
7213,6,45,60,True
7214,1,42,120,False
7215,1,84,25,False
7216,2,30,13,False
7217,7,272,30,False
7218,2,214,60,False
7219,8,169,23,False
7220,2,5,60,False
7221,7,75,0,True
7222,1,24,42,False
7223,1,91,10,False
7224,2,16,58,True
7225,8,85,60,False
7226,1,45,43,False
7227,4,94,60,False
7228,2,82,22,False
7229,6,30,58,True
7230,4,40,29,True
7231,13,44,0,False
7232,4,247,25,False
7233,3,34,21,True
7234,2,21,140,False
7235,4,214,60,True
7236,3,72,42,False
7237,4,150,45,False
7238,3,33,40,False
7239,2,72,44,False
7240,23,338,60,True
7241,1,90,138,False
7242,12,65,45,True
7243,21,91,50,False
7244,1,6,130,False
7245,1,31,120,True
7246,1,129,35,False
7247,11,200,45,False
7248,4,1,43,False
7249,1,57,30,False
7250,1,7,18,True
7251,7,57,30,True
7252,4,518,3,True
7253,1,11,35,False
7254,2,30,25,True
7255,8,67,42,True
7256,3,15,60,False
7257,3,13,30,False
7258,2,9,90,True
7259,11,278,60,True
7260,3,420,60,False
7261,6,72,45,False
7262,2,104,10,False
7263,1,2,33,False
7264,1,3,67,False
7265,1,12,59,False
7266,1,52,15,False
7267,11,129,45,False
7268,3,22,42,True
7269,2,91,11,True
7270,1,10,500,False
7271,1,52,26,False
7272,6,100,5,True
7273,8,105,0,True
7274,5,18,90,True
7275,1,7,1,False
7276,1,1,50,False
7277,2,29,30,False
7278,2,13,50,False
7279,1,5,31,True
7280,2,60,40,False
7281,6,19,90,False
7282,4,132,60,False
7283,2,52,30,True
7284,1,14,55,False
7285,1,2,43,False
7286,1,108,0,False
7287,8,45,47,True
7288,2,38,0,True
7289,2,57,45,False
7290,2,22,44,False
7291,4,212,21,False
7292,1,236,47,False
7293,1,8,21,True
7294,12,78,60,False
7295,4,4,43,False
7296,23,10456,12,False
7297,2,136,0,False
7298,2,14,22,False
7299,1,18,120,False
7300,1,18,15,False
7301,4,21,25,True
7302,1,91,20,True
7303,1,7,44,True
7304,3,9,60,False
7305,1,14,43,True
7306,44,205,90,True
7307,1,85,308,False
7308,1,424,105,True
7309,4,62,24,True
7310,2,22,48,True
7311,7,58,0,True
7312,4,48,90,True
7313,1,3,56,False
7314,1,19,0,True
7315,2,75,90,False
7316,1,3,1,False
7317,5,85,55,False
7318,9,46,45,True
7319,4,62,44,True
7320,1,15,40,False
7321,1,32,90,True
7322,4,27,0,True
7323,1,25,24,True
7324,2,12,42,True
7325,1,31,38,False
7326,2,7,22,True
7327,2,36,36,False
7328,4,166,60,False
7329,0,0,130,False
7330,1,95,120,False
7331,4,30,25,True
7332,2,60,40,True
7333,2,28,34,True
7334,51,235,0,True
7335,3,40,45,True
7336,1,44,30,False
7337,1,31,36,False
7338,1,48,45,True
7339,1,7,60,True
7340,1,141,60,True
7341,10,70,30,False
7342,1,30,15,False
7343,3,20,25,False
7344,14,155,120,True
7345,1,44,42,False
7346,1,12,11,False
7347,3,49,30,False
7348,6,40,43,True
7349,2,35,24,True
7350,2,16,16,True
7351,1,12,52,False
7352,1,2,238,False
7353,15,187,21,True
7354,2,4,15,False
7355,1,5,54,True
7356,2,12,27,False
7357,14,3673,30,True
7358,2,10,45,False
7359,2,20,32,True
7360,1,108,35,True
7361,2,18,20,True
7362,4,62,90,True
7363,8,84,60,False
7364,2,13,24,False
7365,14,111,30,False
7366,13,134,30,False
7367,2,104,11,True
7368,13,321,60,False
7369,4,80,0,True
7370,2,58,60,False
7371,1,52,47,False
7372,3,236,25,True
7373,2,52,11,False
7374,6,65,42,False
7375,7,766,50,True
7376,4,52,25,True
7377,4,31,30,False
7378,2,92,45,False
7379,2,20,10,True
7380,1,16,30,True
7381,4,111,30,False
7382,7,49,44,True
7383,13,158,30,True
7384,7,50,22,False
7385,5,249,25,False
7386,5,36,35,True
7387,2,58,30,True
7388,1,21,22,False
7389,2,52,5,False
7390,1,110,30,False
7391,4,174,40,True
7392,21,567,50,True
7393,5,32,55,True
7394,1,4,240,False
7395,1,2,0,True
7396,1,102,40,False
7397,2,126,5,True
