date,date_id,year,month,day
2008-02-08,10950,2008,2,8
2003-10-29,10951,2003,10,29
2013-10-19,10952,2013,10,19
2011-06-08,10953,2011,6,8
1917-01-09,10954,1917,1,9
2004-06-11,10955,2004,6,11
2005-11-17,10956,2005,11,17
2013-03-02,10957,2013,3,2
1996-05-03,10958,1996,5,3
1989-03-27,10959,1989,3,27
2007-12-23,10960,2007,12,23
2008-12-14,10961,2008,12,14
1972-11-21,10962,1972,11,21
1991-01-19,10963,1991,1,19
2010-01-17,10964,2010,1,17
1957-08-03,10965,1957,8,3
1998-11-08,10966,1998,11,8
1991-02-20,10967,1991,2,20
2008-03-28,10968,2008,3,28
1995-07-23,10969,1995,7,23
2018-05-19,10970,2018,5,19
2002-09-15,10971,2002,9,15
2019-12-22,10972,2019,12,22
2001-04-13,10973,2001,4,13
2011-02-19,10974,2011,2,19
2005-08-01,10975,2005,8,1
1959-10-09,10976,1959,10,9
2008-07-18,10977,2008,7,18
2013-05-07,10978,2013,5,7
2000-01-11,10979,2000,1,11
1981-02-11,10980,1981,2,11
2004-07-28,10981,2004,7,28
1993-04-17,10982,1993,4,17
2011-11-04,10983,2011,11,4
2023-10-02,10984,2023,10,2
1990-01-18,10985,1990,1,18
2015-11-23,10986,2015,11,23
2005-05-01,10987,2005,5,1
1991-11-09,10988,1991,11,9
1954-12-21,10989,1954,12,21
2014-05-14,10990,2014,5,14
1991-04-03,10991,1991,4,3
1987-05-11,10992,1987,5,11
2014-01-30,10993,2014,1,30
1986-03-05,10994,1986,3,5
2015-12-29,10995,2015,12,29
1994-04-19,10996,1994,4,19
1978-01-19,10997,1978,1,19
1964-10-05,10998,1964,10,5
2001-09-22,10999,2001,9,22
1979-07-29,11000,1979,7,29
1990-03-23,11001,1990,3,23
1970-12-31,11002,1970,12,31
2014-05-17,11003,2014,5,17
2000-03-11,11004,2000,3,11
2010-06-17,11005,2010,6,17
1975-09-03,11006,1975,9,3
1966-12-24,11007,1966,12,24
2000-01-13,11008,2000,1,13
1994-07-22,11009,1994,7,22
2012-01-28,11010,2012,1,28
1974-02-10,11011,1974,2,10
1965-10-23,11012,1965,10,23
1982-12-27,11013,1982,12,27
1976-02-03,11014,1976,2,3
1994-03-01,11015,1994,3,1
2006-05-16,11016,2006,5,16
1991-03-09,11017,1991,3,9
1968-05-12,11018,1968,5,12
1989-02-18,11019,1989,2,18
2009-11-30,11020,2009,11,30
1982-06-01,11021,1982,6,1
1972-03-10,11022,1972,3,10
2023-08-06,11023,2023,8,6
1975-04-21,11024,1975,4,21
1984-07-06,11025,1984,7,6
1981-01-18,11026,1981,1,18
2000-04-15,11027,2000,4,15
1983-01-20,11028,1983,1,20
2009-04-10,11029,2009,4,10
1999-12-08,11030,1999,12,8
1982-04-01,11031,1982,4,1
1995-11-15,11032,1995,11,15
1994-01-06,11033,1994,1,6
2020-12-08,11034,2020,12,8
1999-02-27,11035,1999,2,27
1988-04-20,11036,1988,4,20
2018-06-16,11037,2018,6,16
1976-04-02,11038,1976,4,2
1985-04-02,11039,1985,4,2
1978-04-30,11040,1978,4,30
2009-08-11,11041,2009,8,11
1986-10-27,11042,1986,10,27
2009-11-07,11043,2009,11,7
2012-02-15,11044,2012,2,15
1989-10-05,11045,1989,10,5
2010-12-04,11046,2010,12,4
1974-07-09,11047,1974,7,9
2005-05-27,11048,2005,5,27
1975-08-09,11049,1975,8,9
1958-07-07,11050,1958,7,7
2004-02-14,11051,2004,2,14
1957-09-19,11052,1957,9,19
2018-02-10,11053,2018,2,10
1975-07-02,11054,1975,7,2
2008-06-19,11055,2008,6,19
1984-12-28,11056,1984,12,28
2002-12-30,11057,2002,12,30
1999-05-19,11058,1999,5,19
1986-10-14,11059,1986,10,14
2005-03-31,11060,2005,3,31
1979-07-28,11061,1979,7,28
1951-08-11,11062,1951,8,11
2015-01-31,11063,2015,1,31
1959-10-01,11064,1959,10,1
1982-10-05,11065,1982,10,5
1991-09-25,11066,1991,9,25
1999-03-22,11067,1999,3,22
2010-02-25,11068,2010,2,25
1989-12-08,11069,1989,12,8
2010-11-20,11070,2010,11,20
1965-10-09,11071,1965,10,9
1985-10-13,11072,1985,10,13
1951-03-07,11073,1951,3,7
1992-01-25,11074,1992,1,25
1995-12-13,11075,1995,12,13
2018-10-23,11076,2018,10,23
2012-12-20,11077,2012,12,20
1956-09-08,11078,1956,9,8
2007-03-10,11079,2007,3,10
1968-03-30,11080,1968,3,30
2014-04-23,11081,2014,4,23
1977-02-14,11082,1977,2,14
1985-04-11,11083,1985,4,11
1989-12-02,11084,1989,12,2
2023-05-20,11085,2023,5,20
1980-02-01,11086,1980,2,1
2002-02-11,11087,2002,2,11
1988-11-16,11088,1988,11,16
1994-04-21,11089,1994,4,21
1958-02-15,11090,1958,2,15
2023-09-04,11091,2023,9,4
1995-03-09,11092,1995,3,9
1980-06-26,11093,1980,6,26
1990-10-15,11094,1990,10,15
2015-05-23,11095,2015,5,23
2007-11-21,11096,2007,11,21
1963-04-04,11097,1963,4,4
2000-12-22,11098,2000,12,22
2004-02-06,11099,2004,2,6
1967-12-23,11100,1967,12,23
2009-03-19,11101,2009,3,19
1986-12-15,11102,1986,12,15
1997-02-06,11103,1997,2,6
2004-07-27,11104,2004,7,27
1959-09-08,11105,1959,9,8
1961-01-23,11106,1961,1,23
1978-09-07,11107,1978,9,7
2010-08-01,11108,2010,8,1
1979-10-15,11109,1979,10,15
1971-06-28,11110,1971,6,28
1970-12-21,11111,1970,12,21
1981-10-30,11112,1981,10,30
2021-02-06,11113,2021,2,6
1982-10-23,11114,1982,10,23
1994-10-25,11115,1994,10,25
2014-03-15,11116,2014,3,15
1976-09-19,11117,1976,9,19
1964-01-04,11118,1964,1,4
1957-11-01,11119,1957,11,1
1954-02-01,11120,1954,2,1
1978-10-13,11121,1978,10,13
1970-04-20,11122,1970,4,20
1986-10-31,11123,1986,10,31
2000-11-20,11124,2000,11,20
1983-09-11,11125,1983,9,11
1979-12-11,11126,1979,12,11
1979-08-18,11127,1979,8,18
1998-08-01,11128,1998,8,1
1999-04-21,11129,1999,4,21
2002-01-28,11130,2002,1,28
1972-01-29,11131,1972,1,29
2016-03-01,11132,2016,3,1
2013-12-21,11133,2013,12,21
2009-03-26,11134,2009,3,26
1992-06-01,11135,1992,6,1
1989-04-10,11136,1989,4,10
1987-02-23,11137,1987,2,23
2021-12-04,11138,2021,12,4
2005-05-23,11139,2005,5,23
1977-01-07,11140,1977,1,7
2009-08-13,11141,2009,8,13
1969-06-17,11142,1969,6,17
1961-09-20,11143,1961,9,20
2006-10-28,11144,2006,10,28
2011-04-19,11145,2011,4,19
2008-05-15,11146,2008,5,15
1967-09-25,11147,1967,9,25
1985-11-18,11148,1985,11,18
2009-08-23,11149,2009,8,23
1989-03-16,11150,1989,3,16
1997-07-15,11151,1997,7,15
2007-01-28,11152,2007,1,28
2011-12-12,11153,2011,12,12
2004-04-19,11154,2004,4,19
1958-04-27,11155,1958,4,27
1972-12-06,11156,1972,12,6
1990-01-09,11157,1990,1,9
2009-05-03,11158,2009,5,3
1994-09-17,11159,1994,9,17
1993-06-04,11160,1993,6,4
1997-11-22,11161,1997,11,22
2019-12-10,11162,2019,12,10
1979-06-09,11163,1979,6,9
2003-02-14,11164,2003,2,14
1983-11-30,11165,1983,11,30
1993-05-01,11166,1993,5,1
1986-10-19,11167,1986,10,19
2000-01-18,11168,2000,1,18
1983-04-15,11169,1983,4,15
1977-03-05,11170,1977,3,5
1975-10-27,11171,1975,10,27
2021-06-02,11172,2021,6,2
2008-04-20,11173,2008,4,20
1973-01-11,11174,1973,1,11
1987-03-12,11175,1987,3,12
1980-01-04,11176,1980,1,4
1990-02-18,11177,1990,2,18
1999-12-07,11178,1999,12,7
1967-05-21,11179,1967,5,21
1965-02-12,11180,1965,2,12
2015-06-25,11181,2015,6,25
2019-08-10,11182,2019,8,10
1997-05-30,11183,1997,5,30
1978-02-11,11184,1978,2,11
1988-02-12,11185,1988,2,12
1974-12-06,11186,1974,12,6
2013-12-07,11187,2013,12,7
1964-05-10,11188,1964,5,10
1971-11-30,11189,1971,11,30
2001-01-03,11190,2001,1,3
1981-09-03,11191,1981,9,3
1999-05-09,11192,1999,5,9
1983-09-14,11193,1983,9,14
2010-04-30,11194,2010,4,30
2001-01-15,11195,2001,1,15
2008-09-11,11196,2008,9,11
1972-05-12,11197,1972,5,12
2007-09-18,11198,2007,9,18
2006-04-15,11199,2006,4,15
1999-01-21,11200,1999,1,21
1989-05-07,11201,1989,5,7
1983-09-24,11202,1983,9,24
1976-04-07,11203,1976,4,7
1986-10-07,11204,1986,10,7
2005-08-15,11205,2005,8,15
1982-05-08,11206,1982,5,8
2003-01-16,11207,2003,1,16
1985-11-30,11208,1985,11,30
2023-09-21,11209,2023,9,21
1984-07-29,11210,1984,7,29
1947-09-30,11211,1947,9,30
2012-11-14,11212,2012,11,14
1992-05-04,11213,1992,5,4
2002-04-11,11214,2002,4,11
2016-05-07,11215,2016,5,7
2005-02-23,11216,2005,2,23
1973-12-01,11217,1973,12,1
1957-11-28,11218,1957,11,28
1961-10-09,11219,1961,10,9
2007-02-09,11220,2007,2,9
1976-03-01,11221,1976,3,1
2022-11-05,11222,2022,11,5
1975-05-27,11223,1975,5,27
1969-07-12,11224,1969,7,12
2008-06-20,11225,2008,6,20
1994-02-08,11226,1994,2,8
1977-10-08,11227,1977,10,8
1975-12-09,11228,1975,12,9
2010-11-25,11229,2010,11,25
2011-07-28,11230,2011,7,28
1993-12-17,11231,1993,12,17
1997-10-01,11232,1997,10,1
1996-03-27,11233,1996,3,27
1992-02-27,11234,1992,2,27
1994-05-16,11235,1994,5,16
1995-06-02,11236,1995,6,2
1956-08-15,11237,1956,8,15
1994-12-26,11238,1994,12,26
1989-08-17,11239,1989,8,17
2001-02-21,11240,2001,2,21
1989-01-17,11241,1989,1,17
1996-12-13,11242,1996,12,13
1978-10-23,11243,1978,10,23
1961-09-24,11244,1961,9,24
2012-03-10,11245,2012,3,10
1992-05-30,11246,1992,5,30
1990-11-17,11247,1990,11,17
1980-09-19,11248,1980,9,19
1999-02-26,11249,1999,2,26
2001-09-07,11250,2001,9,7
1995-07-03,11251,1995,7,3
1967-05-26,11252,1967,5,26
2003-06-14,11253,2003,6,14
2015-02-07,11254,2015,2,7
2008-12-10,11255,2008,12,10
1973-01-16,11256,1973,1,16
2006-03-27,11257,2006,3,27
1972-07-22,11258,1972,7,22
1975-09-22,11259,1975,9,22
1952-07-03,11260,1952,7,3
1976-01-16,11261,1976,1,16
2021-09-05,11262,2021,9,5
1983-06-05,11263,1983,6,5
1993-12-06,11264,1993,12,6
1994-01-09,11265,1994,1,9
1981-10-08,11266,1981,10,8
2012-08-31,11267,2012,8,31
2013-07-22,11268,2013,7,22
1975-01-10,11269,1975,1,10
2002-11-27,11270,2002,11,27
1996-10-17,11271,1996,10,17
2008-11-11,11272,2008,11,11
1988-02-10,11273,1988,2,10
1971-10-03,11274,1971,10,3
1988-03-07,11275,1988,3,7
1976-12-29,11276,1976,12,29
1986-09-24,11277,1986,9,24
1989-10-04,11278,1989,10,4
2005-02-09,11279,2005,2,9
2016-03-23,11280,2016,3,23
2020-12-31,11281,2020,12,31
2008-01-19,11282,2008,1,19
1983-07-06,11283,1983,7,6
1997-03-18,11284,1997,3,18
2007-03-01,11285,2007,3,1
2014-02-11,11286,2014,2,11
2014-05-01,11287,2014,5,1
1974-12-02,11288,1974,12,2
1986-05-05,11289,1986,5,5
2010-03-23,11290,2010,3,23
1977-06-15,11291,1977,6,15
1990-02-11,11292,1990,2,11
1962-01-11,11293,1962,1,11
2010-06-14,11294,2010,6,14
2002-06-10,11295,2002,6,10
1997-02-05,11296,1997,2,5
1983-11-09,11297,1983,11,9
2000-02-21,11298,2000,2,21
1992-03-14,11299,1992,3,14
2000-11-14,11300,2000,11,14
2001-08-20,11301,2001,8,20
1990-09-03,11302,1990,9,3
2010-08-21,11303,2010,8,21
1989-10-21,11304,1989,10,21
2015-08-29,11305,2015,8,29
1972-01-26,11306,1972,1,26
1969-09-01,11307,1969,9,1
2013-11-21,11308,2013,11,21
1973-02-25,11309,1973,2,25
2004-05-28,11310,2004,5,28
2008-02-20,11311,2008,2,20
2004-12-29,11312,2004,12,29
2003-12-30,11313,2003,12,30
1975-02-15,11314,1975,2,15
1999-04-17,11315,1999,4,17
1999-02-15,11316,1999,2,15
2010-12-09,11317,2010,12,9
1979-05-03,11318,1979,5,3
1983-07-16,11319,1983,7,16
1957-10-14,11320,1957,10,14
2018-07-28,11321,2018,7,28
1980-09-17,11322,1980,9,17
1981-04-13,11323,1981,4,13
1952-09-13,11324,1952,9,13
1991-01-29,11325,1991,1,29
2004-11-03,11326,2004,11,3
1994-03-26,11327,1994,3,26
1988-03-18,11328,1988,3,18
1986-10-10,11329,1986,10,10
1977-02-25,11330,1977,2,25
1989-01-23,11331,1989,1,23
1981-06-30,11332,1981,6,30
2008-11-12,11333,2008,11,12
1992-11-27,11334,1992,11,27
1997-06-30,11335,1997,6,30
1995-02-03,11336,1995,2,3
1989-03-30,11337,1989,3,30
2007-11-27,11338,2007,11,27
1993-08-09,11339,1993,8,9
2008-12-01,11340,2008,12,1
1993-10-21,11341,1993,10,21
1995-06-24,11342,1995,6,24
1999-06-07,11343,1999,6,7
2011-08-17,11344,2011,8,17
1986-04-27,11345,1986,4,27
2008-03-26,11346,2008,3,26
1975-10-07,11347,1975,10,7
1993-04-22,11348,1993,4,22
1996-03-04,11349,1996,3,4
1984-12-09,11350,1984,12,9
2011-03-05,11351,2011,3,5
1996-07-14,11352,1996,7,14
1982-02-08,11353,1982,2,8
2024-01-09,11354,2024,1,9
1981-10-27,11355,1981,10,27
2002-08-21,11356,2002,8,21
1984-02-06,11357,1984,2,6
1973-09-11,11358,1973,9,11
2023-10-06,11359,2023,10,6
2024-01-12,11360,2024,1,12
1997-04-04,11361,1997,4,4
2023-12-27,11362,2023,12,27
1988-12-18,11363,1988,12,18
2007-03-06,11364,2007,3,6
2007-01-27,11365,2007,1,27
2017-02-25,11366,2017,2,25
1973-01-13,11367,1973,1,13
1983-03-29,11368,1983,3,29
1979-11-04,11369,1979,11,4
2007-09-04,11370,2007,9,4
2008-08-03,11371,2008,8,3
1981-03-03,11372,1981,3,3
1992-05-09,11373,1992,5,9
2022-08-27,11374,2022,8,27
2010-07-18,11375,2010,7,18
2001-07-08,11376,2001,7,8
2004-07-13,11377,2004,7,13
2016-12-24,11378,2016,12,24
1980-12-05,11379,1980,12,5
1990-01-25,11380,1990,1,25
2008-04-25,11381,2008,4,25
1967-11-27,11382,1967,11,27
1994-09-15,11383,1994,9,15
2001-03-08,11384,2001,3,8
2007-02-13,11385,2007,2,13
2008-09-21,11386,2008,9,21
2010-08-28,11387,2010,8,28
2008-10-24,11388,2008,10,24
2008-07-10,11389,2008,7,10
2008-06-26,11390,2008,6,26
1961-01-27,11391,1961,1,27
2001-09-21,11392,2001,9,21
1994-03-14,11393,1994,3,14
2004-03-22,11394,2004,3,22
2023-11-09,11395,2023,11,9
1961-03-29,11396,1961,3,29
1975-06-01,11397,1975,6,1
1978-09-08,11398,1978,9,8
2007-07-25,11399,2007,7,25
2007-12-27,11400,2007,12,27
1970-06-24,11401,1970,6,24
1974-09-21,11402,1974,9,21
1988-08-27,11403,1988,8,27
2011-03-09,11404,2011,3,9
1972-10-21,11405,1972,10,21
2000-08-06,11406,2000,8,6
1955-07-16,11407,1955,7,16
1983-11-23,11408,1983,11,23
1997-07-23,11409,1997,7,23
2002-01-20,11410,2002,1,20
1990-10-08,11411,1990,10,8
1996-10-28,11412,1996,10,28
2007-05-20,11413,2007,5,20
1956-10-03,11414,1956,10,3
1999-04-20,11415,1999,4,20
1993-04-08,11416,1993,4,8
1963-11-02,11417,1963,11,2
1988-01-06,11418,1988,1,6
1961-09-09,11419,1961,9,9
1984-07-02,11420,1984,7,2
2000-08-01,11421,2000,8,1
1987-03-19,11422,1987,3,19
2016-08-06,11423,2016,8,6
1964-12-13,11424,1964,12,13
1995-11-22,11425,1995,11,22
2009-05-08,11426,2009,5,8
1972-10-08,11427,1972,10,8
1978-11-21,11428,1978,11,21
1979-03-07,11429,1979,3,7
1991-04-29,11430,1991,4,29
2005-12-23,11431,2005,12,23
1977-10-31,11432,1977,10,31
1972-11-08,11433,1972,11,8
1980-11-17,11434,1980,11,17
1992-01-04,11435,1992,1,4
1994-05-11,11436,1994,5,11
1953-02-02,11437,1953,2,2
1990-05-21,11438,1990,5,21
1961-12-21,11439,1961,12,21
1998-11-03,11440,1998,11,3
1980-05-12,11441,1980,5,12
2002-04-25,11442,2002,4,25
2022-08-20,11443,2022,8,20
1996-10-03,11444,1996,10,3
1997-10-29,11445,1997,10,29
1993-11-26,11446,1993,11,26
2021-06-12,11447,2021,6,12
1996-06-12,11448,1996,6,12
1973-07-30,11449,1973,7,30
1969-09-28,11450,1969,9,28
1993-05-24,11451,1993,5,24
2009-09-03,11452,2009,9,3
1979-04-26,11453,1979,4,26
1987-09-08,11454,1987,9,8
1990-08-20,11455,1990,8,20
1999-05-03,11456,1999,5,3
1985-10-01,11457,1985,10,1
2009-06-05,11458,2009,6,5
1987-07-03,11459,1987,7,3
1996-11-22,11460,1996,11,22
1989-07-04,11461,1989,7,4
1988-11-29,11462,1988,11,29
2000-11-27,11463,2000,11,27
1983-07-29,11464,1983,7,29
2013-12-25,11465,2013,12,25
2011-08-25,11466,2011,8,25
1997-07-21,11467,1997,7,21
1982-08-02,11468,1982,8,2
1970-03-21,11469,1970,3,21
2000-12-24,11470,2000,12,24
1986-05-10,11471,1986,5,10
2000-01-08,11472,2000,1,8
1995-10-25,11473,1995,10,25
2006-01-18,11474,2006,1,18
1977-01-09,11475,1977,1,9
1973-12-02,11476,1973,12,2
2012-05-18,11477,2012,5,18
2006-06-04,11478,2006,6,4
2011-06-03,11479,2011,6,3
1992-09-03,11480,1992,9,3
2019-03-02,11481,2019,3,2
1996-08-05,11482,1996,8,5
1968-01-27,11483,1968,1,27
1980-10-22,11484,1980,10,22
1980-01-22,11485,1980,1,22
1970-04-26,11486,1970,4,26
2010-05-24,11487,2010,5,24
1995-04-03,11488,1995,4,3
1988-07-07,11489,1988,7,7
1999-11-02,11490,1999,11,2
2008-11-27,11491,2008,11,27
2001-06-13,11492,2001,6,13
1986-04-28,11493,1986,4,28
2019-11-23,11494,2019,11,23
1992-12-07,11495,1992,12,7
2010-05-21,11496,2010,5,21
1999-10-23,11497,1999,10,23
1960-01-01,11498,1960,1,1
1971-01-25,11499,1971,1,25
1995-07-14,11500,1995,7,14
1983-09-20,11501,1983,9,20
1989-05-19,11502,1989,5,19
2003-11-30,11503,2003,11,30
1951-09-24,11504,1951,9,24
2003-11-28,11505,2003,11,28
2022-09-17,11506,2022,9,17
1950-10-09,11507,1950,10,9
2003-11-26,11508,2003,11,26
1989-05-02,11509,1989,5,2
1974-01-28,11510,1974,1,28
1998-05-04,11511,1998,5,4
2010-10-30,11512,2010,10,30
2017-10-31,11513,2017,10,31
1989-10-25,11514,1989,10,25
2007-02-07,11515,2007,2,7
1995-02-24,11516,1995,2,24
1995-01-04,11517,1995,1,4
1972-04-03,11518,1972,4,3
2015-12-23,11519,2015,12,23
2019-12-15,11520,2019,12,15
2004-04-15,11521,2004,4,15
2006-06-15,11522,2006,6,15
1981-01-08,11523,1981,1,8
2006-02-04,11524,2006,2,4
1985-09-12,11525,1985,9,12
1992-09-30,11526,1992,9,30
2010-08-27,11527,2010,8,27
2003-12-06,11528,2003,12,6
1979-09-19,11529,1979,9,19
1983-02-02,11530,1983,2,2
2000-11-05,11531,2000,11,5
1995-03-02,11532,1995,3,2
1989-10-09,11533,1989,10,9
1966-07-04,11534,1966,7,4
1989-04-04,11535,1989,4,4
2002-03-09,11536,2002,3,9
1973-09-30,11537,1973,9,30
1977-08-05,11538,1977,8,5
2006-04-25,11539,2006,4,25
1995-05-05,11540,1995,5,5
2002-12-26,11541,2002,12,26
1986-07-05,11542,1986,7,5
1978-12-20,11543,1978,12,20
1983-04-14,11544,1983,4,14
1981-10-25,11545,1981,10,25
1997-08-06,11546,1997,8,6
2000-08-25,11547,2000,8,25
1961-05-14,11548,1961,5,14
1999-03-12,11549,1999,3,12
2010-03-19,11550,2010,3,19
1999-06-03,11551,1999,6,3
2008-08-05,11552,2008,8,5
1992-11-22,11553,1992,11,22
2010-01-26,11554,2010,1,26
1994-09-01,11555,1994,9,1
1997-03-06,11556,1997,3,6
1965-11-01,11557,1965,11,1
1957-05-10,11558,1957,5,10
2002-11-29,11559,2002,11,29
1982-04-06,11560,1982,4,6
2001-09-20,11561,2001,9,20
1990-12-16,11562,1990,12,16
2008-01-15,11563,2008,1,15
1981-09-20,11564,1981,9,20
1987-01-02,11565,1987,1,2
1990-08-14,11566,1990,8,14
2000-03-24,11567,2000,3,24
2000-11-19,11568,2000,11,19
1970-12-14,11569,1970,12,14
2010-05-18,11570,2010,5,18
1984-06-20,11571,1984,6,20
1986-01-26,11572,1986,1,26
1966-07-21,11573,1966,7,21
1978-03-10,11574,1978,3,10
1969-02-06,11575,1969,2,6
1986-11-26,11576,1986,11,26
2003-07-16,11577,2003,7,16
1983-03-07,11578,1983,3,7
1989-07-08,11579,1989,7,8
1966-10-02,11580,1966,10,2
2002-04-20,11581,2002,4,20
2010-02-24,11582,2010,2,24
2023-09-18,11583,2023,9,18
2003-08-25,11584,2003,8,25
1944-07-16,11585,1944,7,16
1966-03-23,11586,1966,3,23
1970-10-03,11587,1970,10,3
1968-08-10,11588,1968,8,10
1989-12-21,11589,1989,12,21
2006-11-19,11590,2006,11,19
1986-07-31,11591,1986,7,31
1983-10-21,11592,1983,10,21
2010-04-22,11593,2010,4,22
2012-05-23,11594,2012,5,23
1983-10-23,11595,1983,10,23
2003-02-18,11596,2003,2,18
2006-12-30,11597,2006,12,30
2005-10-29,11598,2005,10,29
1974-01-17,11599,1974,1,17
1992-02-29,11600,1992,2,29
1979-04-15,11601,1979,4,15
1978-01-10,11602,1978,1,10
2023-06-27,11603,2023,6,27
1996-10-06,11604,1996,10,6
2008-06-11,11605,2008,6,11
2001-11-05,11606,2001,11,5
1977-06-13,11607,1977,6,13
1993-03-05,11608,1993,3,5
2013-11-27,11609,2013,11,27
2007-06-27,11610,2007,6,27
1990-03-01,11611,1990,3,1
1986-06-09,11612,1986,6,9
2009-10-20,11613,2009,10,20
2009-05-05,11614,2009,5,5
1991-12-02,11615,1991,12,2
1971-01-03,11616,1971,1,3
2011-04-23,11617,2011,4,23
1988-09-25,11618,1988,9,25
1980-10-07,11619,1980,10,7
1988-02-13,11620,1988,2,13
2012-02-10,11621,2012,2,10
2001-02-02,11622,2001,2,2
1996-10-26,11623,1996,10,26
1982-07-26,11624,1982,7,26
1988-08-22,11625,1988,8,22
1986-11-03,11626,1986,11,3
1991-04-23,11627,1991,4,23
1998-12-07,11628,1998,12,7
1997-10-31,11629,1997,10,31
2000-05-18,11630,2000,5,18
2010-03-25,11631,2010,3,25
1998-06-15,11632,1998,6,15
1974-06-29,11633,1974,6,29
1969-11-23,11634,1969,11,23
1999-08-04,11635,1999,8,4
1999-05-12,11636,1999,5,12
1987-03-07,11637,1987,3,7
1996-07-30,11638,1996,7,30
1953-04-18,11639,1953,4,18
1968-03-25,11640,1968,3,25
1970-12-27,11641,1970,12,27
2011-04-27,11642,2011,4,27
2008-11-10,11643,2008,11,10
1973-04-26,11644,1973,4,26
2000-03-22,11645,2000,3,22
1949-05-05,11646,1949,5,5
1986-04-01,11647,1986,4,1
1974-07-22,11648,1974,7,22
1996-03-06,11649,1996,3,6
2014-11-15,11650,2014,11,15
1990-04-16,11651,1990,4,16
1988-09-15,11652,1988,9,15
2007-11-22,11653,2007,11,22
1963-10-07,11654,1963,10,7
2008-05-06,11655,2008,5,6
2009-11-13,11656,2009,11,13
1966-12-05,11657,1966,12,5
1995-07-02,11658,1995,7,2
1998-05-19,11659,1998,5,19
1992-01-20,11660,1992,1,20
1985-02-04,11661,1985,2,4
2006-11-29,11662,2006,11,29
1988-01-27,11663,1988,1,27
1982-02-02,11664,1982,2,2
1981-10-24,11665,1981,10,24
2016-11-26,11666,2016,11,26
1982-01-05,11667,1982,1,5
2001-10-18,11668,2001,10,18
1999-10-18,11669,1999,10,18
1985-04-09,11670,1985,4,9
2005-07-30,11671,2005,7,30
1961-09-01,11672,1961,9,1
1992-02-26,11673,1992,2,26
1989-08-05,11674,1989,8,5
1998-03-16,11675,1998,3,16
2008-08-09,11676,2008,8,9
1993-01-12,11677,1993,1,12
1979-11-07,11678,1979,11,7
1975-04-06,11679,1975,4,6
1993-12-01,11680,1993,12,1
1993-12-14,11681,1993,12,14
1963-09-28,11682,1963,9,28
1998-12-22,11683,1998,12,22
1997-12-24,11684,1997,12,24
2004-02-27,11685,2004,2,27
1986-04-29,11686,1986,4,29
1973-11-11,11687,1973,11,11
1973-10-15,11688,1973,10,15
2015-07-29,11689,2015,7,29
1959-05-04,11690,1959,5,4
1963-06-06,11691,1963,6,6
1967-09-18,11692,1967,9,18
1955-01-22,11693,1955,1,22
1984-02-28,11694,1984,2,28
2011-05-14,11695,2011,5,14
2011-04-14,11696,2011,4,14
1987-10-06,11697,1987,10,6
2007-12-09,11698,2007,12,9
1978-09-04,11699,1978,9,4
1989-10-08,11700,1989,10,8
1983-09-01,11701,1983,9,1
2012-08-11,11702,2012,8,11
1970-09-10,11703,1970,9,10
1992-07-03,11704,1992,7,3
2013-08-23,11705,2013,8,23
2002-06-14,11706,2002,6,14
1998-01-07,11707,1998,1,7
1992-06-29,11708,1992,6,29
2001-04-15,11709,2001,4,15
1979-03-16,11710,1979,3,16
2001-10-09,11711,2001,10,9
1998-03-07,11712,1998,3,7
2002-04-24,11713,2002,4,24
1963-03-03,11714,1963,3,3
2014-12-24,11715,2014,12,24
1988-06-04,11716,1988,6,4
2012-10-30,11717,2012,10,30
1994-12-07,11718,1994,12,7
1953-10-12,11719,1953,10,12
1971-10-04,11720,1971,10,4
2018-12-11,11721,2018,12,11
2008-11-26,11722,2008,11,26
2009-12-11,11723,2009,12,11
2016-08-17,11724,2016,8,17
2017-08-10,11725,2017,8,10
2013-02-09,11726,2013,2,9
2013-06-11,11727,2013,6,11
1982-06-28,11728,1982,6,28
2004-12-16,11729,2004,12,16
1996-07-08,11730,1996,7,8
1978-01-05,11731,1978,1,5
1965-09-21,11732,1965,9,21
1976-09-18,11733,1976,9,18
1982-01-23,11734,1982,1,23
1973-05-26,11735,1973,5,26
1977-02-12,11736,1977,2,12
1994-11-01,11737,1994,11,1
1994-06-21,11738,1994,6,21
1992-09-29,11739,1992,9,29
2007-08-03,11740,2007,8,3
2005-11-09,11741,2005,11,9
1984-01-07,11742,1984,1,7
1987-02-12,11743,1987,2,12
2006-07-26,11744,2006,7,26
1989-09-02,11745,1989,9,2
1961-09-15,11746,1961,9,15
1973-12-25,11747,1973,12,25
2014-06-28,11748,2014,6,28
1989-04-05,11749,1989,4,5
2001-06-06,11750,2001,6,6
1978-01-21,11751,1978,1,21
2002-09-28,11752,2002,9,28
1991-04-14,11753,1991,4,14
1998-01-26,11754,1998,1,26
2014-11-20,11755,2014,11,20
1964-09-21,11756,1964,9,21
1998-07-23,11757,1998,7,23
2003-11-19,11758,2003,11,19
1992-05-26,11759,1992,5,26
1962-07-17,11760,1962,7,17
1987-06-30,11761,1987,6,30
1978-06-13,11762,1978,6,13
2002-07-31,11763,2002,7,31
1991-02-10,11764,1991,2,10
1999-08-10,11765,1999,8,10
1988-04-08,11766,1988,4,8
1987-11-05,11767,1987,11,5
2003-10-25,11768,2003,10,25
1986-11-17,11769,1986,11,17
1994-12-28,11770,1994,12,28
1960-07-11,11771,1960,7,11
