date,date_id,year,month,day
2005-09-16,2953,2005,9,16
2009-06-17,2954,2009,6,17
2002-11-02,2955,2002,11,2
1977-01-02,2956,1977,1,2
2017-09-26,2957,2017,9,26
2001-03-04,2958,2001,3,4
1998-09-26,2959,1998,9,26
2022-09-12,2960,2022,9,12
2017-05-05,2961,2017,5,5
2005-01-08,2962,2005,1,8
2012-11-08,2963,2012,11,8
2014-12-19,2964,2014,12,19
2022-06-12,2965,2022,6,12
2016-03-10,2966,2016,3,10
2022-04-08,2967,2022,4,8
2000-10-18,2968,2000,10,18
2014-09-09,2969,2014,9,9
1988-11-28,2970,1988,11,28
2008-11-13,2971,2008,11,13
1994-11-06,2972,1994,11,6
1983-09-19,2973,1983,9,19
2020-04-04,2974,2020,4,4
1994-10-07,2975,1994,10,7
2023-04-07,2976,2023,4,7
1990-01-04,2977,1990,1,4
2013-12-04,2978,2013,12,4
2022-06-03,2979,2022,6,3
1985-12-30,2980,1985,12,30
2011-07-03,2981,2011,7,3
2013-07-02,2982,2013,7,2
1994-03-05,2983,1994,3,5
2012-04-17,2984,2012,4,17
1999-07-19,2985,1999,7,19
2016-12-26,2986,2016,12,26
2002-03-10,2987,2002,3,10
1997-10-20,2988,1997,10,20
2006-06-05,2989,2006,6,5
2019-01-26,2990,2019,1,26
1975-04-01,2991,1975,4,1
2021-12-02,2992,2021,12,2
1999-09-19,2993,1999,9,19
2017-01-27,2994,2017,1,27
2010-03-20,2995,2010,3,20
2021-01-05,2996,2021,1,5
2018-03-31,2997,2018,3,31
1998-11-30,2998,1998,11,30
2019-02-17,2999,2019,2,17
2014-10-14,3000,2014,10,14
1988-12-01,3001,1988,12,1
2016-06-24,3002,2016,6,24
1992-04-06,3003,1992,4,6
2017-11-20,3004,2017,11,20
2023-01-05,3005,2023,1,5
2021-11-20,3006,2021,11,20
2017-07-09,3007,2017,7,9
2018-07-11,3008,2018,7,11
1957-10-04,3009,1957,10,4
1978-09-18,3010,1978,9,18
2016-04-25,3011,2016,4,25
2017-12-22,3012,2017,12,22
2008-12-08,3013,2008,12,8
2005-06-05,3014,2005,6,5
2021-03-10,3015,2021,3,10
2023-02-10,3016,2023,2,10
2006-05-21,3017,2006,5,21
2017-07-03,3018,2017,7,3
2014-01-17,3019,2014,1,17
2013-12-16,3020,2013,12,16
2004-12-18,3021,2004,12,18
2008-01-31,3022,2008,1,31
2021-09-06,3023,2021,9,6
2022-11-18,3024,2022,11,18
2023-02-01,3025,2023,2,1
2014-02-10,3026,2014,2,10
2010-02-14,3027,2010,2,14
1966-06-27,3028,1966,6,27
1998-11-16,3029,1998,11,16
2012-11-24,3030,2012,11,24
2010-06-20,3031,2010,6,20
2013-07-07,3032,2013,7,7
1995-11-19,3033,1995,11,19
2019-10-26,3034,2019,10,26
1996-04-13,3035,1996,4,13
1953-03-19,3036,1953,3,19
2017-04-15,3037,2017,4,15
2007-10-15,3038,2007,10,15
2014-09-18,3039,2014,9,18
2010-07-10,3040,2010,7,10
2015-09-13,3041,2015,9,13
1995-11-03,3042,1995,11,3
2021-12-28,3043,2021,12,28
2022-03-28,3044,2022,3,28
2021-10-23,3045,2021,10,23
2008-03-04,3046,2008,3,4
1994-09-18,3047,1994,9,18
2004-11-07,3048,2004,11,7
2017-02-10,3049,2017,2,10
2016-11-01,3050,2016,11,1
2001-01-13,3051,2001,1,13
2021-07-30,3052,2021,7,30
2009-12-12,3053,2009,12,12
2004-01-08,3054,2004,1,8
2015-11-01,3055,2015,11,1
2012-06-11,3056,2012,6,11
2023-05-26,3057,2023,5,26
2011-05-29,3058,2011,5,29
2021-02-02,3059,2021,2,2
2016-06-01,3060,2016,6,1
2004-10-20,3061,2004,10,20
2000-06-17,3062,2000,6,17
2008-10-30,3063,2008,10,30
2023-04-26,3064,2023,4,26
2022-08-24,3065,2022,8,24
1989-04-16,3066,1989,4,16
2022-12-09,3067,2022,12,9
1988-10-07,3068,1988,10,7
2012-07-15,3069,2012,7,15
2013-01-17,3070,2013,1,17
2021-05-26,3071,2021,5,26
1975-02-24,3072,1975,2,24
2022-09-27,3073,2022,9,27
2005-12-12,3074,2005,12,12
2023-03-01,3075,2023,3,1
2019-05-20,3076,2019,5,20
2022-07-26,3077,2022,7,26
2023-05-23,3078,2023,5,23
2015-10-02,3079,2015,10,2
2009-12-08,3080,2009,12,8
1968-07-31,3081,1968,7,31
2017-04-17,3082,2017,4,17
2023-04-12,3083,2023,4,12
2001-06-11,3084,2001,6,11
2002-11-09,3085,2002,11,9
1970-09-19,3086,1970,9,19
2018-06-21,3087,2018,6,21
2011-08-15,3088,2011,8,15
1999-05-16,3089,1999,5,16
2007-04-08,3090,2007,4,8
2015-01-12,3091,2015,1,12
1996-03-20,3092,1996,3,20
2023-05-24,3093,2023,5,24
2013-03-25,3094,2013,3,25
1998-02-07,3095,1998,2,7
1976-01-27,3096,1976,1,27
2011-05-10,3097,2011,5,10
2003-04-20,3098,2003,4,20
2020-08-01,3099,2020,8,1
1980-10-01,3100,1980,10,1
1988-04-11,3101,1988,4,11
1998-05-18,3102,1998,5,18
2005-12-19,3103,2005,12,19
2007-02-11,3104,2007,2,11
2014-08-23,3105,2014,8,23
2019-04-02,3106,2019,4,2
2010-03-07,3107,2010,3,7
1987-09-20,3108,1987,9,20
1983-09-12,3109,1983,9,12
1974-09-07,3110,1974,9,7
2005-07-20,3111,2005,7,20
2018-11-11,3112,2018,11,11
2023-01-16,3113,2023,1,16
2005-07-28,3114,2005,7,28
2012-02-06,3115,2012,2,6
2002-10-07,3116,2002,10,7
2022-04-03,3117,2022,4,3
2014-11-17,3118,2014,11,17
2010-07-20,3119,2010,7,20
2016-01-04,3120,2016,1,4
2004-05-02,3121,2004,5,2
1978-04-16,3122,1978,4,16
1999-01-05,3123,1999,1,5
2005-12-04,3124,2005,12,4
2013-08-11,3125,2013,8,11
2004-10-25,3126,2004,10,25
1988-11-14,3127,1988,11,14
2011-01-11,3128,2011,1,11
1992-02-18,3129,1992,2,18
2015-11-13,3130,2015,11,13
2007-02-01,3131,2007,2,1
2002-03-03,3132,2002,3,3
2018-05-30,3133,2018,5,30
1996-04-21,3134,1996,4,21
2023-02-24,3135,2023,2,24
2019-09-16,3136,2019,9,16
1993-05-03,3137,1993,5,3
1990-04-13,3138,1990,4,13
2020-09-11,3139,2020,9,11
2010-09-03,3140,2010,9,3
2008-10-26,3141,2008,10,26
2010-04-19,3142,2010,4,19
2021-01-07,3143,2021,1,7
2017-10-23,3144,2017,10,23
2016-03-12,3145,2016,3,12
2000-09-19,3146,2000,9,19
1981-10-12,3147,1981,10,12
2012-08-24,3148,2012,8,24
2005-07-25,3149,2005,7,25
2020-03-02,3150,2020,3,2
1999-02-13,3151,1999,2,13
2005-06-10,3152,2005,6,10
2019-01-06,3153,2019,1,6
2012-06-13,3154,2012,6,13
2002-05-03,3155,2002,5,3
2002-03-25,3156,2002,3,25
2021-04-02,3157,2021,4,2
2005-05-28,3158,2005,5,28
2014-05-29,3159,2014,5,29
2000-04-16,3160,2000,4,16
2022-10-30,3161,2022,10,30
2011-05-05,3162,2011,5,5
2006-10-06,3163,2006,10,6
1990-09-02,3164,1990,9,2
1955-10-01,3165,1955,10,1
2020-11-15,3166,2020,11,15
2022-08-04,3167,2022,8,4
2022-02-27,3168,2022,2,27
2007-04-23,3169,2007,4,23
2001-03-14,3170,2001,3,14
2014-09-28,3171,2014,9,28
1954-09-12,3172,1954,9,12
2011-08-08,3173,2011,8,8
2018-06-22,3174,2018,6,22
2016-07-06,3175,2016,7,6
2023-04-22,3176,2023,4,22
1976-11-14,3177,1976,11,14
2016-08-22,3178,2016,8,22
2007-06-09,3179,2007,6,9
2012-08-26,3180,2012,8,26
2004-01-04,3181,2004,1,4
2016-10-10,3182,2016,10,10
2018-06-08,3183,2018,6,8
2013-11-07,3184,2013,11,7
2011-09-16,3185,2011,9,16
2019-07-29,3186,2019,7,29
1968-09-24,3187,1968,9,24
2006-11-04,3188,2006,11,4
2015-05-27,3189,2015,5,27
1965-09-30,3190,1965,9,30
2021-10-02,3191,2021,10,2
2000-12-11,3192,2000,12,11
2023-03-30,3193,2023,3,30
2000-03-28,3194,2000,3,28
1981-09-28,3195,1981,9,28
2022-01-23,3196,2022,1,23
2016-05-11,3197,2016,5,11
2018-03-19,3198,2018,3,19
2007-08-28,3199,2007,8,28
2021-03-18,3200,2021,3,18
2023-07-03,3201,2023,7,3
2015-12-01,3202,2015,12,1
2010-03-08,3203,2010,3,8
2007-09-05,3204,2007,9,5
2001-07-05,3205,2001,7,5
2020-09-28,3206,2020,9,28
2016-02-05,3207,2016,2,5
1967-03-28,3208,1967,3,28
2003-10-07,3209,2003,10,7
1984-10-03,3210,1984,10,3
1994-03-28,3211,1994,3,28
2008-12-03,3212,2008,12,3
2011-09-23,3213,2011,9,23
2018-03-07,3214,2018,3,7
2021-08-10,3215,2021,8,10
2003-04-01,3216,2003,4,1
2023-07-18,3217,2023,7,18
2013-12-09,3218,2013,12,9
1984-10-20,3219,1984,10,20
2015-04-08,3220,2015,4,8
1998-04-20,3221,1998,4,20
1991-10-10,3222,1991,10,10
2008-07-08,3223,2008,7,8
2004-08-31,3224,2004,8,31
2019-03-29,3225,2019,3,29
1999-01-18,3226,1999,1,18
2020-03-10,3227,2020,3,10
2009-11-02,3228,2009,11,2
2002-01-01,3229,2002,1,1
2023-02-08,3230,2023,2,8
1994-03-12,3231,1994,3,12
2016-06-17,3232,2016,6,17
1985-02-24,3233,1985,2,24
2022-03-01,3234,2022,3,1
2004-06-18,3235,2004,6,18
1970-09-24,3236,1970,9,24
2020-02-13,3237,2020,2,13
2012-10-01,3238,2012,10,1
2020-07-20,3239,2020,7,20
2023-08-17,3240,2023,8,17
2015-10-18,3241,2015,10,18
2016-06-22,3242,2016,6,22
2016-02-09,3243,2016,2,9
1999-02-20,3244,1999,2,20
2017-12-15,3245,2017,12,15
2022-06-15,3246,2022,6,15
2022-09-30,3247,2022,9,30
1980-09-13,3248,1980,9,13
1986-09-19,3249,1986,9,19
2011-02-10,3250,2011,2,10
1989-09-04,3251,1989,9,4
2016-09-11,3252,2016,9,11
2018-04-09,3253,2018,4,9
2020-06-19,3254,2020,6,19
2011-02-07,3255,2011,2,7
2006-03-14,3256,2006,3,14
2018-12-22,3257,2018,12,22
2012-10-29,3258,2012,10,29
2022-10-06,3259,2022,10,6
2002-11-14,3260,2002,11,14
2017-03-25,3261,2017,3,25
2011-03-11,3262,2011,3,11
2014-01-06,3263,2014,1,6
1992-12-06,3264,1992,12,6
2009-06-22,3265,2009,6,22
1987-03-31,3266,1987,3,31
2010-11-18,3267,2010,11,18
1999-01-25,3268,1999,1,25
1993-09-17,3269,1993,9,17
2023-05-02,3270,2023,5,2
2014-11-11,3271,2014,11,11
2021-01-03,3272,2021,1,3
