number_of_seasons,number_of_episodes,episode_run_time,in_production,show_attributes_id
6,8,0,True,18735
2,19,13,True,18736
1,28,8,False,18737
1,20,32,False,18738
2,60,10,True,18739
1,36,8,True,18740
3,190,0,False,18741
3,132,50,True,18742
4,52,66,False,18743
5,104,0,True,18744
6,51,0,False,18745
1,200,40,True,18746
1,36,32,True,18747
1,60,27,False,18748
1,8,1187,False,18749
2,12,9,False,18750
12,285,90,True,18751
4,108,0,False,18752
15,492,30,True,18753
2,2,47,False,18754
5,116,23,False,18755
2,146,7,False,18756
6,166,155,False,18757
8,160,23,False,18758
4,99,0,True,18759
5,63,27,True,18760
27,232,0,False,18761
8,4,30,True,18762
4,10,57,False,18763
2,3,10,True,18764
1,3,78,False,18765
5,123,25,True,18766
1,280,0,True,18767
4,156,0,True,18768
2,84,10,False,18769
1,3,77,True,18770
1,180,60,False,18771
1,35,7,True,18772
2,9,43,False,18773
13,169,30,False,18774
2,15,35,False,18775
5,47,0,False,18776
1,41,1,False,18777
11,76,0,True,18778
2,59,20,True,18779
1,345,90,False,18780
6,28,50,True,18781
1,50,80,False,18782
1,94,80,False,18783
3,112,25,False,18784
4,94,15,True,18785
1,23,165,False,18786
10,90,0,True,18787
1,20,49,False,18788
1,48,35,True,18789
1,227,0,True,18790
1,18,43,True,18791
6,142,25,False,18792
0,0,66,True,18793
2,22,4,False,18794
0,0,4,False,18795
5,22,50,True,18796
1,379,40,False,18797
3,1,24,False,18798
1,16,42,False,18799
1,5,51,True,18800
8,50,0,True,18801
14,96,52,False,18802
8,328,60,True,18803
2,196,0,False,18804
11,136,0,True,18805
1,35,91,False,18806
1,27,27,False,18807
1,309,15,False,18808
2,55,7,True,18809
2,96,44,False,18810
3,24,55,True,18811
14,200,0,True,18812
4,87,52,False,18813
13,41,0,True,18814
1,1,77,False,18815
1,149,30,False,18816
3,24,3,True,18817
6,43,0,False,18818
4,122,0,False,18819
1,1,117,True,18820
2,1,23,True,18821
1,11,660,False,18822
2,119,60,False,18823
1,43,47,False,18824
2,20,7,True,18825
3,176,45,True,18826
2,3,52,True,18827
2,92,30,False,18828
7,377,5,True,18829
3,3,90,False,18830
8,46,50,False,18831
1,67,60,True,18832
1,119,30,False,18833
3,288,25,False,18834
1,180,0,True,18835
13,163,50,True,18836
1,12,672,False,18837
18,241,30,False,18838
13,172,45,True,18839
1,116,50,False,18840
2,8,22,False,18841
6,111,0,True,18842
2,5,120,True,18843
8,23,90,False,18844
9,127,45,True,18845
2,165,35,True,18846
11,399,30,False,18847
1,9,1,False,18848
32,23,0,True,18849
6,76,100,True,18850
2,27,29,False,18851
5,59,120,False,18852
13,148,45,False,18853
3,45,12,True,18854
1,24,13,True,18855
1,52,46,False,18856
4,8,29,False,18857
1,26,1630,True,18858
2,10,35,False,18859
7,6,75,True,18860
3,20,42,True,18861
13,511,0,True,18862
4,65,20,True,18863
1,12,1,True,18864
8,282,0,True,18865
2,32,10,True,18866
1,50,3,False,18867
7,92,21,True,18868
20,1,25,True,18869
1,42,50,False,18870
6,166,60,False,18871
1,15,48,False,18872
14,75,45,True,18873
3,187,0,True,18874
1,15,6,False,18875
1,235,60,False,18876
1,3,142,False,18877
2,30,90,False,18878
1,36,22,False,18879
2,65,5,False,18880
4,118,30,False,18881
5,36,45,True,18882
36,1,0,True,18883
2,219,45,False,18884
17,72,120,True,18885
5,87,30,False,18886
7,34,50,False,18887
1,163,60,True,18888
1,23,47,True,18889
1,31,23,False,18890
15,120,0,True,18891
1,120,7,False,18892
1,3,180,True,18893
5,42,30,False,18894
1,7,573,False,18895
1,4,80,True,18896
4,31,10,False,18897
2,24,12,True,18898
10,136,60,True,18899
4,102,40,False,18900
2,29,35,True,18901
1,96,20,True,18902
1,20,480,False,18903
1,315,15,False,18904
4,40,30,True,18905
6,53,60,True,18906
1,27,6,True,18907
2,117,0,True,18908
4,31,60,True,18909
8,164,0,True,18910
1,5,369,False,18911
1,31,30,True,18912
5,68,120,False,18913
3,40,80,True,18914
1,99,14,False,18915
1,72,13,False,18916
4,20,43,True,18917
1,3,190,False,18918
10,65,60,False,18919
1,148,0,False,18920
1,34,22,False,18921
17,513,0,True,18922
3,133,0,True,18923
4,60,0,False,18924
10,216,0,True,18925
5,149,30,False,18926
1,6,306,False,18927
2,80,4,True,18928
1,249,0,True,18929
11,89,0,False,18930
12,241,0,False,18931
1,3,540,False,18932
4,410,20,False,18933
4,17,0,True,18934
6,309,25,True,18935
8,7,45,True,18936
9,25,25,False,18937
1,26,43,False,18938
19,573,0,True,18939
2,32,21,True,18940
1,625,0,False,18941
1,505,0,True,18942
3,72,0,False,18943
1,79,30,False,18944
1,5,72,True,18945
2,60,3,True,18946
4,14,0,False,18947
5,38,24,True,18948
6,53,30,False,18949
13,247,30,False,18950
9,34,45,True,18951
1,138,42,False,18952
1,0,5,True,18953
7,103,55,False,18954
1,16,4,True,18955
3,69,0,True,18956
15,484,25,True,18957
12,291,60,True,18958
5,41,25,True,18959
11,87,45,True,18960
1,12,344,False,18961
2,42,47,False,18962
1,4,26,True,18963
5,67,0,False,18964
1,4,1,True,18965
2,26,90,True,18966
3,26,15,False,18967
1,64,120,True,18968
10,97,0,True,18969
15,448,60,True,18970
1,14,180,False,18971
3,75,7,True,18972
20,112,40,True,18973
1,1,79,True,18974
6,211,0,True,18975
2,11,35,False,18976
1,31,1612,False,18977
9,102,0,True,18978
10,74,47,True,18979
3,24,70,False,18980
2,7,180,False,18981
5,36,30,True,18982
4,115,20,False,18983
10,398,0,True,18984
3,7,45,False,18985
9,6,0,True,18986
1,108,60,False,18987
2,13,39,True,18988
4,152,0,True,18989
1,71,0,False,18990
1,326,0,False,18991
4,51,34,True,18992
1,50,26,False,18993
1,13,19,False,18994
10,75,25,False,18995
12,30,0,True,18996
9,28,90,True,18997
8,108,0,False,18998
1,30,49,False,18999
6,34,6,False,19000
1,10,130,False,19001
1,204,45,False,19002
2,8,49,True,19003
1,61,52,True,19004
4,22,15,True,19005
1,47,41,False,19006
3,25,22,False,19007
1,32,5,True,19008
9,221,0,True,19009
11,1,0,False,19010
2,25,9,False,19011
3,60,2,False,19012
5,13,80,False,19013
5,40,30,True,19014
12,73,0,True,19015
1,275,0,True,19016
3,69,0,False,19017
1,37,43,True,19018
10,85,45,True,19019
8,60,25,False,19020
8,31,23,False,19021
1,4,92,False,19022
6,165,0,True,19023
4,19,30,False,19024
9,48,0,True,19025
8,0,45,True,19026
4,26,44,False,19027
6,7,145,False,19028
1,4,87,True,19029
1,247,0,True,19030
1,141,0,False,19031
4,31,47,True,19032
3,137,25,False,19033
8,6,110,True,19034
7,70,0,True,19035
4,25,60,True,19036
18,370,10,True,19037
4,10,120,False,19038
1,195,0,True,19039
9,113,30,False,19040
1,18,56,False,19041
1,5,105,False,19042
1,259,50,False,19043
9,255,35,False,19044
1,11,65,False,19045
8,69,45,True,19046
1,12,360,False,19047
3,24,44,False,19048
3,78,60,True,19049
1,4,230,False,19050
6,468,0,True,19051
1,1,285,False,19052
2,280,30,False,19053
12,125,0,True,19054
1,11,85,True,19055
10,167,0,True,19056
12,219,0,False,19057
4,100,0,True,19058
6,37,60,True,19059
16,204,60,False,19060
17,383,0,False,19061
1,28,35,False,19062
5,105,28,True,19063
2,25,55,False,19064
8,720,0,True,19065
4,184,0,True,19066
5,69,30,False,19067
1,21,100,False,19068
1,7,14,True,19069
1,12,37,True,19070
13,214,0,True,19071
10,55,25,False,19072
2,9,10,True,19073
2,89,10,True,19074
4,23,25,False,19075
1,125,3,False,19076
1,16,7,True,19077
4,37,100,True,19078
4,52,5,True,19079
1,48,47,False,19080
1,32,4,False,19081
2,8,51,False,19082
5,56,0,False,19083
19,136,0,False,19084
5,289,0,True,19085
2,101,20,False,19086
3,32,80,False,19087
3,6,72,True,19088
1,834,0,True,19089
1,52,2,False,19090
1,198,0,True,19091
4,181,60,False,19092
26,143,50,False,19093
1,74,0,False,19094
2,41,23,True,19095
10,130,0,True,19096
1,18,35,True,19097
1,12,98,False,19098
2,64,12,True,19099
2,144,60,False,19100
7,167,60,True,19101
1,10,480,False,19102
5,49,0,True,19103
4,34,23,True,19104
2,195,90,False,19105
10,89,0,False,19106
1,17,126,False,19107
7,13,60,False,19108
1,14,52,False,19109
2,22,7,True,19110
1,0,88,False,19111
10,99,10,False,19112
5,56,22,True,19113
1,6,59,True,19114
2,15,26,True,19115
4,63,30,False,19116
5,57,0,False,19117
3,27,21,False,19118
3,101,45,True,19119
6,207,0,False,19120
1,91,44,False,19121
2,85,2,True,19122
4,52,20,False,19123
13,1,100,True,19124
1,11,28,False,19125
7,199,0,False,19126
3,1,15,False,19127
5,162,47,False,19128
2,25,38,False,19129
1,23,43,False,19130
8,2,50,False,19131
11,156,0,True,19132
111,101,25,True,19133
6,50,0,False,19134
5,1,15,False,19135
3,17,40,True,19136
8,264,0,False,19137
7,30,0,True,19138
1,8,6,True,19139
5,166,50,True,19140
1,184,3,False,19141
1,1,140,True,19142
1,424,0,True,19143
1,210,60,True,19144
1,23,23,True,19145
5,141,25,False,19146
3,6,120,False,19147
4,145,0,True,19148
2,65,0,False,19149
4,22,25,False,19150
1,100,14,False,19151
7,59,30,True,19152
3,7,45,True,19153
13,46,46,False,19154
3,163,30,False,19155
1,25,3,True,19156
1,13,100,True,19157
8,21,0,True,19158
9,4,0,True,19159
4,139,15,False,19160
5,79,0,False,19161
2,0,60,True,19162
11,101,0,True,19163
9,218,60,False,19164
2,53,27,True,19165
6,62,178,True,19166
2,165,23,False,19167
11,1,30,True,19168
8,30,45,True,19169
4,188,40,False,19170
9,1359,0,True,19171
1,12,18,True,19172
21,86,0,True,19173
15,96,60,False,19174
6,20,0,False,19175
12,267,0,True,19176
2,291,15,False,19177
3,17,7,False,19178
1,442,30,False,19179
12,149,30,False,19180
3,40,15,True,19181
1,12,557,True,19182
2,94,0,True,19183
6,54,52,True,19184
4,283,0,True,19185
27,8,30,True,19186
4,182,25,True,19187
1,160,25,False,19188
5,52,50,False,19189
1,80,20,True,19190
5,12,60,False,19191
2,8,17,True,19192
2,2,6,True,19193
4,27,40,True,19194
6,209,0,True,19195
2,18,54,True,19196
3,1,90,False,19197
4,25,15,True,19198
1,16,14,False,19199
1,11,11,False,19200
27,37,0,False,19201
4,29,90,True,19202
2,2,44,True,19203
10,1,0,True,19204
1,13,250,False,19205
13,102,0,True,19206
1,92,15,True,19207
14,130,30,True,19208
4,37,60,False,19209
3,31,6,False,19210
8,195,0,True,19211
8,1,120,True,19212
4,118,0,True,19213
1,19,46,False,19214
2,17,120,False,19215
2,5,44,False,19216
1,167,37,False,19217
3,31,25,True,19218
4,231,0,True,19219
2,8,97,True,19220
27,0,0,True,19221
9,57,0,True,19222
8,70,10,True,19223
3,78,50,True,19224
3,29,25,True,19225
5,40,5,False,19226
1,5,600,False,19227
8,69,47,True,19228
2,25,2,True,19229
6,26,0,False,19230
5,102,0,True,19231
2,5,26,True,19232
3,93,30,True,19233
1,40,180,True,19234
5,24,0,True,19235
3,195,0,True,19236
4,12,5,False,19237
3,27,8,True,19238
2,6,44,True,19239
5,36,21,True,19240
3,45,100,False,19241
7,39,22,True,19242
2,23,46,True,19243
1,285,30,True,19244
1,3,251,False,19245
5,45,0,False,19246
7,182,60,True,19247
4,5,23,False,19248
3,9,44,True,19249
1,52,4,True,19250
1,321,0,True,19251
2,30,80,True,19252
14,258,0,True,19253
1,182,30,False,19254
5,315,0,True,19255
1,11,55,True,19256
9,98,25,True,19257
3,7,10,True,19258
1,5,325,False,19259
1,16,1,False,19260
9,55,105,True,19261
1,6,569,False,19262
2,42,5,True,19263
1,160,55,True,19264
8,73,21,True,19265
2,23,52,False,19266
3,66,0,True,19267
2,173,0,True,19268
1,110,13,False,19269
6,7,70,False,19270
1,13,109,True,19271
3,22,40,True,19272
3,71,60,False,19273
4,147,26,True,19274
7,162,26,True,19275
8,18,0,False,19276
1,10,31,False,19277
5,131,0,True,19278
1,20,33,True,19279
1,26,2,True,19280
2,103,40,True,19281
3,244,0,False,19282
5,114,10,True,19283
15,27,37,True,19284
9,98,60,True,19285
6,165,0,False,19286
4,35,0,True,19287
2,11,55,True,19288
8,80,45,False,19289
3,99,0,True,19290
4,173,30,True,19291
1,27,50,True,19292
2,11,90,True,19293
1,149,90,False,19294
11,88,45,True,19295
4,49,46,True,19296
1,13,10,True,19297
2,6,14,False,19298
1,117,22,False,19299
2,162,7,True,19300
1,8,416,True,19301
1,68,25,False,19302
1,15,180,False,19303
2,4,59,False,19304
3,85,0,False,19305
4,31,40,False,19306
4,38,24,False,19307
4,100,23,True,19308
6,34,49,True,19309
11,381,0,False,19310
3,83,22,False,19311
14,427,0,True,19312
3,39,21,False,19313
1,144,30,False,19314
5,127,0,True,19315
3,30,20,False,19316
2,10,6,False,19317
1,46,12,True,19318
3,65,22,True,19319
3,21,45,False,19320
2,41,50,False,19321
17,176,0,True,19322
4,1,10,True,19323
0,0,11,True,19324
1,8,415,False,19325
4,547,75,True,19326
6,88,60,True,19327
1,173,30,False,19328
1,74,0,True,19329
4,70,3,True,19330
6,101,30,False,19331
1,110,42,False,19332
1,7,630,False,19333
1,12,125,False,19334
1,8,413,False,19335
1,5,450,False,19336
4,45,22,False,19337
1,3,4,False,19338
11,189,0,True,19339
1,26,53,True,19340
1,31,48,False,19341
2,3,47,True,19342
3,61,23,True,19343
4,11,42,False,19344
17,184,60,True,19345
1,21,49,True,19346
6,70,0,False,19347
2,20,91,True,19348
11,105,0,False,19349
0,0,100,True,19350
3,1,100,True,19351
1,6,79,False,19352
5,63,30,True,19353
24,1810,0,True,19354
5,27,95,True,19355
1,25,11,True,19356
4,78,45,True,19357
1,3,600,True,19358
4,43,22,True,19359
4,6,21,True,19360
5,84,22,True,19361
4,46,45,True,19362
4,63,50,False,19363
2,46,48,True,19364
1,1,36,True,19365
2,100,34,False,19366
1,12,14,True,19367
2,256,0,True,19368
28,13,0,True,19369
1,43,40,False,19370
6,104,30,False,19371
1,24,27,True,19372
9,29,0,False,19373
6,13,0,False,19374
4,209,60,True,19375
3,77,5,False,19376
8,6,20,False,19377
19,8,0,True,19378
3,108,0,False,19379
2,73,22,True,19380
18,18,0,False,19381
4,0,22,False,19382
4,67,30,True,19383
1,319,0,False,19384
5,80,60,True,19385
6,92,60,True,19386
2,39,50,False,19387
4,97,0,False,19388
2,2,43,True,19389
1,66,88,False,19390
1,6,112,False,19391
6,87,43,False,19392
27,12,0,True,19393
5,114,22,True,19394
1,82,45,True,19395
21,101,44,False,19396
4,366,0,False,19397
1,72,40,False,19398
15,50,0,True,19399
1,7,19,False,19400
10,130,24,False,19401
2,15,7,True,19402
4,91,0,False,19403
1,1,74,False,19404
8,79,70,True,19405
8,251,60,True,19406
9,29,0,True,19407
2,29,120,False,19408
1,114,3,False,19409
2,56,0,True,19410
2,110,5,True,19411
1,24,21,False,19412
1,52,23,True,19413
18,19,0,False,19414
2,140,3,True,19415
1,0,75,False,19416
1,26,13,True,19417
13,54,0,True,19418
35,281,157,True,19419
2,87,30,True,19420
2,16,53,False,19421
1,7,190,False,19422
1,33,80,True,19423
3,27,90,True,19424
3,141,0,True,19425
11,67,50,True,19426
1,1,230,True,19427
4,59,60,True,19428
1,9,13,True,19429
1,3,18,False,19430
20,328,0,True,19431
3,27,20,True,19432
1,65,40,False,19433
1,24,28,False,19434
8,111,30,False,19435
2,28,50,False,19436
4,62,0,False,19437
7,76,0,True,19438
6,21,0,False,19439
6,25,0,True,19440
12,168,25,True,19441
2,7,19,True,19442
3,12,10,True,19443
4,117,30,False,19444
16,16,60,False,19445
7,95,0,True,19446
5,14,47,True,19447
1,17,126,True,19448
3,62,0,True,19449
3,101,22,True,19450
2,21,50,False,19451
2,50,45,False,19452
7,17,45,True,19453
3,13,90,False,19454
1,25,90,True,19455
13,634,0,True,19456
7,83,30,True,19457
1,49,2,False,19458
1,42,46,True,19459
1,333,50,True,19460
1,1,82,True,19461
14,132,0,True,19462
1,293,40,False,19463
4,21,15,False,19464
10,162,55,False,19465
3,116,12,False,19466
1,74,75,True,19467
2,60,25,True,19468
2,27,13,True,19469
1,69,25,True,19470
1,235,40,False,19471
10,64,30,True,19472
3,124,25,False,19473
1,66,45,True,19474
0,0,64,False,19475
1,9,384,False,19476
2,47,5,True,19477
1,0,26,True,19478
1,52,260,True,19479
1,228,30,False,19480
3,1,300,True,19481
8,51,52,True,19482
1,1,14,False,19483
4,102,22,True,19484
1,2,187,False,19485
51,100,0,True,19486
23,475,5,True,19487
10,84,44,True,19488
1,221,0,True,19489
2,73,0,False,19490
1,5,497,False,19491
1,5,19,True,19492
0,0,67,False,19493
1,4,140,False,19494
4,55,43,True,19495
3,386,25,False,19496
1,7,74,False,19497
5,56,46,True,19498
1,16,52,True,19499
1,167,15,False,19500
2,31,4,False,19501
17,234,30,True,19502
1,268,30,False,19503
1,451,0,False,19504
4,41,23,True,19505
1,77,20,True,19506
1,26,52,False,19507
1,32,9,False,19508
6,35,0,True,19509
3,82,45,True,19510
7,104,90,True,19511
4,56,52,False,19512
2,28,105,True,19513
9,100,5,True,19514
1,30,6,True,19515
11,51,0,False,19516
1,18,40,True,19517
3,23,36,True,19518
3,26,6,True,19519
3,361,30,False,19520
10,101,0,True,19521
4,190,30,False,19522
1,5,215,True,19523
1,43,43,False,19524
2,30,30,True,19525
5,13,60,False,19526
1,7,6,True,19527
13,114,45,False,19528
6,120,25,True,19529
6,55,60,True,19530
1,1,122,True,19531
1,45,5,False,19532
1,28,47,True,19533
3,14,44,True,19534
3,65,26,True,19535
1,89,24,True,19536
2,2,70,False,19537
1,5,105,True,19538
1,5,82,True,19539
3,195,22,True,19540
2,235,60,False,19541
7,66,35,True,19542
11,199,0,True,19543
8,8,120,True,19544
20,20,0,False,19545
2,88,44,True,19546
1,4,170,True,19547
9,9,120,False,19548
1,415,0,True,19549
11,84,50,False,19550
5,78,0,False,19551
6,312,10,True,19552
4,124,0,False,19553
4,111,40,True,19554
6,40,20,True,19555
2,7,7,False,19556
4,64,60,True,19557
7,11,0,False,19558
1,21,8,True,19559
16,30,0,True,19560
1,129,30,True,19561
7,157,14,True,19562
1,120,62,True,19563
4,124,0,True,19564
2,8,35,False,19565
1,0,80,True,19566
1,5,100,True,19567
1,398,0,True,19568
2,0,37,True,19569
1,26,54,False,19570
3,71,45,False,19571
2,10,16,True,19572
2,29,15,True,19573
8,8,90,False,19574
3,94,0,True,19575
2,38,10,False,19576
1,134,30,True,19577
4,40,14,False,19578
6,26,55,True,19579
1,2,80,True,19580
40,2,120,True,19581
18,295,23,True,19582
1,1,108,False,19583
3,54,43,False,19584
1,2,223,False,19585
1,1,170,False,19586
1,5,125,False,19587
5,95,0,True,19588
4,46,25,True,19589
1,3,53,True,19590
1,24,32,False,19591
1,120,150,False,19592
1,6,105,False,19593
1,1,61,True,19594
1,0,58,False,19595
4,31,30,True,19596
2,16,33,True,19597
3,180,0,True,19598
0,0,7,False,19599
3,36,58,False,19600
1,6,420,False,19601
1,15,8,False,19602
1,35,47,True,19603
3,140,0,True,19604
11,0,30,True,19605
1,188,0,False,19606
2,120,15,False,19607
10,302,30,True,19608
6,20,0,True,19609
6,57,40,False,19610
2,186,24,False,19611
2,200,25,True,19612
4,24,20,False,19613
10,158,60,False,19614
1,24,29,False,19615
1,541,24,False,19616
1,34,13,False,19617
5,83,0,True,19618
2,18,90,False,19619
23,59,0,True,19620
3,7,25,True,19621
1,1,127,True,19622
4,63,0,True,19623
3,43,30,True,19624
6,279,150,False,19625
2,34,78,False,19626
1,82,23,True,19627
8,104,0,False,19628
5,43,45,True,19629
8,75,0,True,19630
1,245,20,False,19631
1,22,7,False,19632
1,31,51,False,19633
1,15,56,False,19634
2,8,3,False,19635
3,13,56,False,19636
3,52,45,False,19637
2,0,24,False,19638
5,65,30,True,19639
0,0,69,False,19640
2,12,7,True,19641
6,42,60,True,19642
3,9,20,True,19643
3,98,46,False,19644
4,121,60,False,19645
1,30,1500,False,19646
4,103,0,True,19647
1,3,99,True,19648
0,0,93,False,19649
11,166,30,False,19650
3,127,25,False,19651
10,101,30,False,19652
4,43,3,True,19653
1,1,103,True,19654
1,2,118,True,19655
1,1,86,True,19656
1,215,0,False,19657
2,10,9,False,19658
1,17,42,True,19659
1,92,30,True,19660
4,67,60,False,19661
1,7,11,True,19662
20,201,0,True,19663
6,49,30,True,19664
1,1,37,True,19665
5,9,0,False,19666
2,56,150,False,19667
9,32,0,True,19668
5,26,45,False,19669
2,10,4,False,19670
2,10,10,True,19671
4,157,30,False,19672
1,18,7,True,19673
6,156,11,True,19674
3,38,23,True,19675
4,180,8,True,19676
7,70,25,True,19677
4,20,15,True,19678
9,12,0,True,19679
7,305,0,True,19680
1,113,30,False,19681
2,110,60,False,19682
1,47,40,True,19683
3,10,22,False,19684
1,2,9,False,19685
1,13,34,True,19686
7,88,20,True,19687
1,2,145,False,19688
3,132,60,False,19689
2,15,74,False,19690
5,65,20,True,19691
1,133,0,False,19692
5,34,20,True,19693
6,219,0,True,19694
9,28,0,True,19695
1,15,67,False,19696
2,26,160,True,19697
54,54,0,True,19698
19,233,42,True,19699
1,24,120,True,19700
4,95,0,True,19701
45,49,100,False,19702
3,199,120,True,19703
1,41,42,False,19704
1,28,22,False,19705
3,34,78,True,19706
9,127,60,False,19707
3,30,16,True,19708
7,101,0,True,19709
3,144,30,False,19710
1,12,89,False,19711
5,198,4,True,19712
1,177,0,False,19713
3,72,0,True,19714
3,45,29,True,19715
8,60,42,True,19716
2,55,61,True,19717
4,1,45,True,19718
3,166,0,True,19719
1,23,300,True,19720
4,79,30,False,19721
1,32,15,True,19722
10,33,0,True,19723
13,36,20,False,19724
1,61,67,True,19725
3,1,11,True,19726
1,118,30,False,19727
6,24,0,False,19728
10,65,30,True,19729
1,38,120,False,19730
10,17,0,False,19731
3,75,45,True,19732
1,12,246,False,19733
3,432,30,True,19734
17,262,47,True,19735
1,58,10,False,19736
2,9,55,True,19737
12,12,120,True,19738
1,2,144,True,19739
10,1,25,True,19740
3,1,50,True,19741
6,77,60,False,19742
22,286,30,False,19743
1,1,119,False,19744
3,426,0,True,19745
2,3,180,False,19746
4,163,30,False,19747
5,166,0,True,19748
4,301,12,True,19749
9,79,0,True,19750
2,23,30,True,19751
6,100,25,False,19752
6,23,0,True,19753
29,29,60,True,19754
1,4,110,True,19755
1,10,1,False,19756
1,12,95,True,19757
6,67,25,False,19758
1,13,70,True,19759
2,62,22,False,19760
5,12,0,False,19761
16,429,0,False,19762
8,71,0,True,19763
2,624,3,False,19764
1,2,34,False,19765
1,6,168,True,19766
3,363,0,True,19767
1,9,17,True,19768
8,111,0,True,19769
11,80,0,False,19770
7,37,25,True,19771
5,20,0,False,19772
21,135,0,False,19773
7,45,0,True,19774
42,777,60,True,19775
6,4,0,False,19776
1,48,15,False,19777
2,24,33,False,19778
3,71,90,True,19779
1,4,263,False,19780
1,12,19,False,19781
1,254,0,False,19782
14,16,0,True,19783
2,85,13,False,19784
7,316,25,True,19785
1,24,14,True,19786
5,227,0,False,19787
3,170,50,False,19788
1,36,41,True,19789
4,133,120,False,19790
8,99,0,True,19791
1,12,342,False,19792
2,41,43,True,19793
1,163,60,False,19794
3,39,15,True,19795
1,12,18,False,19796
5,1,60,False,19797
1,1,128,False,19798
3,11,45,False,19799
4,30,3,True,19800
11,38,0,True,19801
5,32,30,True,19802
43,45,0,True,19803
1,16,29,False,19804
5,26,46,False,19805
1,11,106,False,19806
5,117,0,False,19807
1,52,16,False,19808
1,21,120,True,19809
5,5,45,False,19810
10,122,30,True,19811
1,130,1,False,19812
2,17,104,False,19813
1,12,190,False,19814
1,82,90,True,19815
7,1537,0,True,19816
2,58,25,False,19817
1,4,210,True,19818
1,18,47,False,19819
1,40,43,True,19820
2,20,4,True,19821
2,5,120,False,19822
4,54,30,True,19823
4,1,25,True,19824
6,42,45,False,19825
8,94,60,True,19826
3,48,22,False,19827
3,53,10,True,19828
4,22,45,True,19829
1,29,26,True,19830
1,12,41,True,19831
1,11,12,False,19832
1,33,35,False,19833
9,3,0,True,19834
1,538,30,False,19835
3,17,50,True,19836
1,65,5,True,19837
1,33,42,False,19838
3,35,4,True,19839
4,20,45,False,19840
1,153,0,True,19841
1,105,25,False,19842
1,43,23,False,19843
4,75,2,True,19844
2,3,25,False,19845
4,54,43,False,19846
1,35,26,False,19847
5,131,57,False,19848
4,164,0,True,19849
1,39,20,True,19850
1,88,25,False,19851
2,1,45,False,19852
1,50,7,True,19853
0,0,250,False,19854
1,5,300,False,19855
1,10,596,False,19856
1,58,50,False,19857
10,115,60,False,19858
16,149,180,True,19859
1,295,0,False,19860
24,10,60,True,19861
12,879,0,False,19862
0,0,102,False,19863
2,15,42,False,19864
2,34,1000,True,19865
9,42,25,True,19866
2,7,46,False,19867
12,146,60,True,19868
1,240,0,True,19869
2,345,3,True,19870
3,73,0,True,19871
1,66,47,True,19872
2,508,60,False,19873
1,85,60,False,19874
1,5,239,True,19875
14,233,15,False,19876
5,51,60,False,19877
1,22,110,False,19878
2,8,9,True,19879
1,73,33,False,19880
18,659,0,False,19881
1,14,3,True,19882
9,259,60,False,19883
1,22,10,True,19884
12,171,0,False,19885
1,60,10,False,19886
2,167,5,False,19887
3,150,4,True,19888
1,52,17,False,19889
3,125,0,True,19890
1,0,15,False,19891
1,107,42,False,19892
2,5,58,True,19893
6,87,35,False,19894
14,180,90,True,19895
2,6,100,False,19896
6,32,48,True,19897
1,14,9,False,19898
3,32,50,True,19899
0,0,10,True,19900
20,72,0,False,19901
3,24,4,False,19902
7,97,23,False,19903
9,234,23,True,19904
2,173,50,True,19905
36,195,180,True,19906
1,74,60,True,19907
1,16,42,True,19908
16,91,0,False,19909
8,72,43,True,19910
2,9,20,False,19911
1,20,9,False,19912
1,14,61,True,19913
9,101,50,False,19914
7,36,0,False,19915
2,7,70,True,19916
1,24,39,True,19917
26,287,25,True,19918
8,2,45,True,19919
2,26,14,True,19920
1,36,6,False,19921
1,45,22,False,19922
7,195,0,True,19923
1,84,60,False,19924
3,39,35,False,19925
6,42,52,False,19926
8,19,44,True,19927
8,29,25,False,19928
1,175,30,False,19929
4,23,15,True,19930
6,114,45,False,19931
5,5,50,True,19932
3,90,4,True,19933
11,2,0,True,19934
3,12,29,True,19935
1,3,13,True,19936
27,1,120,True,19937
1,99,0,False,19938
7,77,60,True,19939
2,21,29,True,19940
1,9,540,False,19941
3,14,47,True,19942
8,68,90,True,19943
7,35,90,False,19944
9,107,0,False,19945
1,1,140,False,19946
1,1016,0,False,19947
19,200,48,True,19948
4,28,46,True,19949
8,49,35,True,19950
10,58,47,False,19951
7,105,46,True,19952
2,12,14,False,19953
7,55,0,True,19954
3,119,0,True,19955
5,88,3,True,19956
1,168,60,True,19957
2,18,107,True,19958
1,82,60,False,19959
1,25,32,False,19960
4,62,30,False,19961
1,103,60,False,19962
5,104,30,True,19963
2,15,22,True,19964
4,28,50,False,19965
1,59,2,True,19966
2,24,7,True,19967
1,58,30,True,19968
4,209,12,False,19969
5,15,230,True,19970
8,236,45,True,19971
1,4,295,False,19972
1,163,30,False,19973
1,218,15,False,19974
8,118,50,False,19975
1,14,6,False,19976
1,25,2,False,19977
1,128,30,False,19978
25,335,60,True,19979
9,84,26,True,19980
17,285,120,False,19981
1,60,6,False,19982
8,9,60,True,19983
6,246,10,True,19984
2,70,0,False,19985
4,28,24,True,19986
3,14,90,True,19987
1,90,41,False,19988
1,27,44,True,19989
8,66,60,True,19990
3,78,5,True,19991
3,39,27,True,19992
1,54,28,True,19993
7,19,75,True,19994
1,5,150,True,19995
2,4,59,True,19996
2,45,3,True,19997
0,0,182,False,19998
7,106,0,True,19999
1,1,1500,False,20000
10,5,25,True,20001
5,40,47,True,20002
